name,source,ra,dec,l,b,theta_D,d_mpc,R_Thales
2MRS_202.64-31.58,2MRS,202.63654,-31.57605,312.60408493075454,30.560144202576137,8.72336212805878,198.32876712328766,200.6498588800693
2MRS_150.24-25.43,2MRS,150.23796,-25.43288,261.1845719651213,23.30348362921425,39.84262101332986,198.34246575342465,258.32328628815765
2MRS_193.72+3.88,2MRS,193.71611,3.88486,305.0967735122772,66.74220593246737,41.74224986212364,198.34246575342465,265.82208205229415
2MRS_194.96+5.05,2MRS,194.95845,5.04754,308.4797999994589,67.82880489168875,42.88192597211268,198.35616438356163,270.6982026518432
2MRS_255.07-63.22,2MRS,255.07079,-63.21692,327.0530554818746,-12.71462457335932,43.41582866370617,198.36986301369862,273.0919695388121
2MRS_192.73+3.20,2MRS,192.73244,3.19696,302.619226421198,66.06840147406972,41.09606991938047,198.3972602739726,263.26304052263976
2MRS_235.62-33.41,2MRS,235.61922,-33.40723,339.3047614096996,17.122496343780988,32.870446910406386,198.3972602739726,236.21535755789165
2MRS_227.32-7.32,2MRS,227.31837,-7.31975,352.0220179902819,42.047653323227536,42.11052011267555,198.41095890410958,267.453297136023
2MRS_191.76-8.74,2MRS,191.76271,-8.736,301.08208682323186,54.11999203691297,29.265816034495057,198.4931506849315,227.53553783059905
2MRS_203.73-35.10,2MRS,203.73039,-35.0994,312.8981825515954,26.929433365537427,7.356833953224529,198.54794520547946,200.19597565226954
2MRS_249.61-68.05,2MRS,249.60904,-68.04544,321.72273722578376,-13.914543282628618,42.193631000672646,198.57534246575344,268.0265910245357
2MRS_182.51-11.50,2MRS,182.50922,-11.50019,287.0059691102662,50.08698189942031,28.690853834455407,198.6027397260274,226.3994246938564
2MRS_198.38+5.92,2MRS,198.3802,5.91538,317.8284458323192,68.14613657307372,43.84710312849598,198.6027397260274,275.38162283682175
ESO442-019,CF3,191.47833333333332,-32.76777777777777,301.5896837243615,30.08957385424245,5.91906745237788,198.61,199.67455415770087
PGC095997,CF3,207.13333333333333,-32.71638888888889,316.60314614639987,28.635113736313162,10.968400084060661,198.61,202.3056653496003
PGC098069,CF3,201.72500000000002,-31.310833333333335,311.7637040553837,30.95204601487006,8.428465877194654,198.61,200.77848119757883
PGC182464,CF3,163.73083333333335,-42.60861111111111,281.1307939311901,15.277261365757008,24.375438842614678,198.61,218.04652223802557
,CF3,199.68125,-41.903888888888886,308.35409242266803,20.680399231288668,5.310980303819579,198.61,199.46631331646958
PGC183772,CF3,202.05916666666667,-27.959722222222222,312.7636964302731,34.20852650078306,11.408412324955112,198.61,202.61320259026581
,CF3,165.09791666666666,-48.73444444444444,284.7446384910663,10.17643809711222,24.27915365770346,198.61,217.88092732452182
,CF3,164.37333333333333,-47.32,283.6840247965892,11.248548089470509,24.42179303463472,198.61,218.12655350374268
,CF3,198.79833333333332,-33.63916666666667,308.582562185603,28.97180839674831,5.095025853904435,198.61,199.39786502450463
,CF3,224.68333333333334,-28.723055555555554,334.00220272202284,26.360391777768932,26.118488781222297,198.61,221.19745293178792
,CF3,250.39708333333334,-63.190555555555555,325.74502479905516,-11.041350727781797,41.32980731339077,198.61,264.488655739452
,CF3,173.63916666666665,-50.87111111111111,290.7470792791337,10.172742534234159,20.075240141721032,198.61,211.45759826125934
2MRS_200.73-31.74,2MRS,200.73206,-31.73796,310.71454697741484,30.657469848955365,7.583107955238292,198.6164383561644,200.36876555133367
2MRS_205.64-30.13,2MRS,205.63792,-30.13261,315.88967867540697,31.449786535825034,11.550660305912661,198.6164383561644,202.7219547407633
2MRS_150.15-25.39,2MRS,150.14661,-25.39019,261.08630188863214,23.281492664477575,39.93546469556752,198.63013698630138,259.0485603662066
2MRS_219.59-72.67,2MRS,219.59286,-72.67074,310.7895172705284,-11.450903461737257,36.88561546296348,198.63013698630138,248.338775222999
2MRS_203.52-17.63,2MRS,203.519,-17.62874,317.1333388696657,44.064110014375956,21.470562627001247,198.63013698630138,213.44176937966026
2MRS_159.60-46.92,2MRS,159.60089,-46.92001,280.56918518492085,10.09375889512044,27.568952240149088,198.63013698630138,224.07256820271868
2MRS_200.36-8.19,2MRS,200.36035,-8.1912,315.61212871204583,53.94022537577559,30.002842499744464,198.63013698630138,229.36489607730869
2MRS_201.58-30.96,2MRS,201.57814,-30.96042,311.6837733699485,31.31798333369683,8.635187734710545,198.64383561643837,200.92140863846492
2MRS_255.20-53.06,2MRS,255.19769,-53.05848,335.3391382236957,-6.66850388943708,43.295941411800555,198.65753424657535,272.94821454927984
2MRS_194.85-24.97,2MRS,194.85132,-24.97079,305.2192820616774,37.86557219526511,12.866920481148238,198.68493150684932,203.80242582613258
2MRS_202.72-50.03,2MRS,202.71758,-50.03112,309.39613918427625,12.345055403972893,13.319046435799356,198.6986301369863,204.1908861088173
2MRS_206.04-22.37,2MRS,206.04388,-22.37067,318.6537053224511,38.8856949990962,18.040107814650447,198.72602739726028,209.00049876078594
2MRS_252.88-54.75,2MRS,252.88266,-54.75336,333.1492551046649,-6.6477997230819845,41.85690723795514,198.75342465753425,266.849879523984
2MRS_183.54-29.97,2MRS,183.54124,-29.96887,293.3890596229712,32.211275139648954,12.472831457069974,198.8082191780822,203.61380451982922
2MRS_191.47-1.68,2MRS,191.46812,-1.68029,300.04774659379405,61.16028941382508,36.31845993734293,198.95890410958904,246.92769506218272
2MRS_199.83-33.47,2MRS,199.83194,-33.46879,309.5833044682168,29.042503994717542,5.7444259661615185,198.95890410958904,199.96306656701935
2MRS_225.85-26.45,2MRS,225.84666,-26.44749,336.3483297921835,27.729785136806953,28.144908277065028,198.97260273972603,225.6545835013038
2MRS_228.60-21.50,2MRS,228.60304,-21.49671,341.9616356489097,30.33186498211161,33.02095226526511,199.013698630137,237.35301130795548
2MRS_204.91-35.61,2MRS,204.90897,-35.60905,313.839169602314,26.23980221419145,8.064253900004694,199.02739726027397,201.01516151507863
2MRS_161.43-47.67,2MRS,161.42915,-47.67203,282.04076139410677,10.035185568689954,26.441735998367232,199.1095890410959,222.37250199290065
2MRS_204.93-35.59,2MRS,204.92902,-35.58695,313.86206078850216,26.258042057177768,8.086843574657784,199.13698630136986,201.1370964504397
2MRS_180.93-10.32,2MRS,180.9281,-10.31795,284.15675601578255,50.805771282321885,30.368337895194916,199.1917808219178,230.86851682499716
2MRS_174.46-50.74,2MRS,174.46114,-50.74123,291.2135888680719,10.448473421860983,19.567933447979254,199.26027397260273,211.47394166467038
2MRS_159.46-46.60,2MRS,159.46356,-46.60264,280.32600944447387,10.322444145903752,27.63030032565952,199.27397260273972,224.9247395113051
2MRS_199.81-37.18,2MRS,199.81245,-37.17963,309.0591201416831,25.361014071275736,3.6909382562244297,199.31506849315068,199.72934469423274
2MRS_154.60-18.16,2MRS,154.60289,-18.16348,259.32472399950717,31.4592694469022,40.470663292486854,199.34246575342465,262.0381281653536
2MRS_156.38-49.86,2MRS,156.38489,-49.86121,280.2461562635034,6.473850514138226,30.067729978659113,199.36986301369862,230.36987471756805
2MRS_228.34-34.71,2MRS,228.34474,-34.71437,333.3711001002756,19.634367888354085,26.73591509899362,199.3972602739726,223.26681275242348
2MRS_187.58+3.45,2MRS,187.58092,3.45362,289.9900323849677,65.7934249857854,41.89318731849859,199.4794520547945,267.97672968843335
2MRS_203.47-16.81,2MRS,203.46783,-16.81224,317.3299964605436,44.8699422022106,22.233274637863133,199.5205479452055,215.54619247824837
2MRS_212.04-24.16,2MRS,212.03616,-24.15918,324.52614293797603,35.47545282155155,19.799095209516402,199.5205479452055,212.0560013793354
,CF3,193.64291666666668,-14.788611111111111,304.0656781642018,48.07624024974592,23.088006365157582,199.53,216.90316140635503
,CF3,211.35500000000002,-0.8113888888888889,338.4139563058945,56.874653227630176,39.884050851123305,199.53,260.0269023871973
,CF3,173.52583333333334,-9.021111111111113,272.8511703290846,49.28059375034994,34.82622863568385,199.53,243.0660857908516
,CF3,191.08041666666665,-7.2,299.80445746754214,55.62853108252225,30.86412902876924,199.53,232.44780579729408
,CF3,201.63125,-46.233333333333334,309.23878145638497,16.20830391375079,9.643194445118436,199.53,202.38976076498466
,CF3,205.10083333333333,-43.56944444444445,312.2499890215131,18.414605600368155,9.41579351097049,199.53,202.2549601392146
PGC572195,CF3,163.34875,-41.774166666666666,280.47674248566585,15.8933233443629,24.664736730831443,199.53,219.56166794148425
PGC736828,CF3,175.6025,-28.836944444444445,285.1589272752806,31.641361841800045,18.650565190953728,199.53,210.58874131762244
PGC740845,CF3,201.4370833333333,-28.509722222222223,312.0018854543277,33.75704470563045,10.665857339610605,199.53,203.03783159264066
,CF3,192.52,-23.072777777777777,302.52540925758535,39.79790040977354,14.942872451378523,199.53,206.513586263134
PGC884308,CF3,200.52833333333334,-17.376944444444444,313.28567980286215,44.877232766940146,20.977733496383976,199.53,213.69369816994433
,CF3,235.0883333333333,-15.138333333333334,352.21599689187775,31.13504959786049,41.803197526617716,199.53,267.6678483943755
,CF3,202.3358333333333,-13.609166666666667,316.83310085996936,48.23682318101724,25.034402278169573,199.53,220.21869412872036
,CF3,209.15458333333333,-27.521944444444443,320.2220895641934,33.151946076307546,15.57626225874607,199.53,207.13734732879212
2MRS_216.42-39.62,2MRS,216.41757,-39.62216,322.02242224245845,19.73085201170179,16.584400836820823,199.53424657534248,208.19509604505907
2MRS_207.13-30.59,2MRS,207.12915,-30.59331,317.21620885395004,30.690288505112726,12.197691123589799,199.57534246575344,204.18493804340753
2MRS_203.60-15.18,2MRS,203.60347,-15.17594,318.0635494406967,46.42930013006214,23.836476592238437,199.57534246575344,218.1860517860104
2MRS_224.63-66.48,2MRS,224.63452,-66.47923,315.14703761009446,-6.670195302639302,33.17484623584295,199.58904109589042,238.45631898532207
2MRS_229.00-31.62,2MRS,228.99554,-31.61599,335.70100506900155,21.904102235881627,28.274840981201734,199.64383561643837,226.69142187393908
2MRS_200.71-33.44,2MRS,200.70544,-33.44019,310.413715834846,28.97521707113512,6.249397015065154,199.94520547945206,201.14048605819607
2MRS_174.86-36.61,2MRS,174.85739,-36.61432,287.17037273607275,24.043707257814972,16.237962767408906,200.0,208.30976345428496
2MRS_245.14-63.79,2MRS,245.14461,-63.78896,323.69305892760474,-9.708250231667916,39.20057232699799,200.02739726027397,258.12045867386166
2MRS_193.67-17.53,2MRS,193.66768,-17.52616,304.0283615284837,45.33870755137729,20.353802405396863,200.1095890410959,213.4359449547516
2MRS_183.18-50.05,2MRS,183.1786,-50.04814,296.58550868074616,12.345835837504321,14.943710390865794,200.1095890410959,207.1142694316182
2MRS_184.06-30.13,2MRS,184.05511,-30.12807,293.93842935688195,32.127928625855944,12.037232747230005,200.15068493150685,204.6504811558522
2MRS_191.17+1.85,2MRS,191.16782,1.84862,298.97760987005904,64.66840410524347,39.86010765126068,200.21917808219177,260.8339739701655
2MRS_193.50-16.80,2MRS,193.5015,-16.79569,303.81788243153244,46.071642261057846,21.09295731651438,200.23287671232876,214.6123832892104
2MRS_226.35-26.88,2MRS,226.35127,-26.87662,336.5070530265029,27.123433236128328,28.309901457441914,200.27397260273972,227.481845011831
2MRS_175.33-51.11,2MRS,175.33235,-51.11199,291.85478656761825,10.24565739553892,19.324910217174104,200.3972602739726,212.36235727592435
2MRS_203.39-31.67,2MRS,203.39473,-31.67231,313.32017100871,30.347964133444165,9.09951437773108,200.43835616438355,202.99299309851628
,CF3,201.98708333333332,-31.014722222222222,312.0782623759362,31.2077776109593,8.799911600595106,200.45,202.83767991955764
PGC098366,CF3,202.00916666666666,-31.578888888888887,311.9915848123375,30.648213685246013,8.37064391910096,200.45,202.60837685742624
PGC098610,CF3,202.25791666666666,-31.831944444444446,312.1848909533904,30.363459928652574,8.317626610397932,200.45,202.58088099854626
PGC253234,CF3,200.275,-73.86666666666666,305.02650118965295,-11.115667706678657,36.115676953791095,200.45,248.1343069849218
,CF3,197.96375,-36.593611111111116,307.4940830080493,26.097212845895477,2.5033808442365753,200.45,200.6414830019936
PGC681358,CF3,203.70624999999998,-33.07888888888889,313.30997002492984,28.91702129857327,8.375467268682613,200.45,202.61088732521776
PGC823159,CF3,212.94791666666666,-21.828888888888887,326.57043507857156,37.32690869339023,22.10844972997065,200.45,216.35813497190765
PGC831546,CF3,157.42083333333332,-21.1875,263.9497429225258,30.74970731188845,36.537579662274986,200.45,249.48145006391513
,CF3,167.08416666666668,-7.329166666666667,263.30255211910287,47.45293332327908,39.741100878665044,200.45,260.68315196506944
,CF3,163.76833333333332,-5.662777777777778,257.9618707155198,46.796347552817025,43.03789099307309,200.45,274.2499776566799
PGC1043591,CF3,184.68875000000003,-5.527222222222222,288.1204139198979,56.401743835032775,33.70269756779555,200.45,240.94633237665263
2MRS_191.10-7.15,2MRS,191.09926,-7.14971,299.8332134399284,55.67967212257656,30.912029426589296,200.45205479452054,233.63879435218504
2MRS_249.84-64.10,2MRS,249.84135,-64.09821,324.8762071207754,-11.439505962428594,41.27364437515638,200.53424657534248,266.82128565981526
2MRS_176.83-50.73,2MRS,176.83218,-50.73259,292.6822372068407,10.858905411076126,18.33983458926778,200.56164383561645,211.2939065128983
2MRS_195.99+5.70,2MRS,195.98888,5.69664,311.40344940020566,68.36225405445663,43.5359583307673,200.6027397260274,276.7154862796907
2MRS_252.26-52.72,2MRS,252.26373,-52.72049,334.4944690183144,-5.074307456338531,41.54958615898023,200.63013698630138,268.0852051361202
2MRS_171.85-35.07,2MRS,171.84967,-35.07262,284.08800588296566,24.705184974183567,18.958830752750664,200.64383561643837,212.15263559667605
2MRS_253.02-59.89,2MRS,253.02245,-59.89008,329.1488462558724,-9.922745626291691,42.115342750202124,200.6986301369863,270.55760966024246
2MRS_173.42-51.34,2MRS,173.42377,-51.33581,290.75713426846187,9.688863183235716,20.438921781093164,200.76712328767124,214.2555872897848
2MRS_192.81-15.04,2MRS,192.81439,-15.0424,302.8670573864716,47.829327285338486,22.89149969955895,200.83561643835617,218.00500969997577
2MRS_202.48-29.50,2MRS,202.47835,-29.49693,312.8763209050057,32.63078253811447,10.281121848984942,200.84931506849315,204.12679585968792
2MRS_228.50-21.52,2MRS,228.50058,-21.524,341.85437978844357,30.367425002898628,32.92849093374806,200.8904109589041,239.34055159217593
2MRS_227.21-28.03,2MRS,227.2149,-28.02731,336.5064138657407,25.740902114984873,28.40968710010409,200.9041095890411,228.4122163597855
2MRS_212.52-20.21,2MRS,212.51717,-20.20697,326.8920603072076,38.978673456432105,23.13532091234403,200.97260273972603,218.54838160934554
2MRS_191.74-5.90,2MRS,191.74284,-5.89755,300.8946116933718,56.956530400909095,32.09353915954698,201.013698630137,237.27338051780418
2MRS_205.41-34.12,2MRS,205.40932,-34.12038,314.6441825386585,27.607107496733065,9.026990344434903,201.05479452054794,203.57617927459214
2MRS_198.80-33.64,2MRS,198.79854,-33.63914,308.58276097206533,28.971816804665657,5.095143233549298,201.2054794520548,202.00367736932108
2MRS_170.78-50.34,2MRS,170.77528,-50.3386,288.8246943918892,10.097809941085513,21.40173776873898,201.2054794520548,216.10720613751423
2MRS_205.56-19.50,2MRS,205.56145,-19.49803,319.0688726932746,41.77618415141909,20.41906415420036,201.2054794520548,214.69567696975957
2MRS_178.01-11.37,2MRS,178.01479,-11.37341,280.4733455827845,48.89177844318009,30.622216521441853,201.23287671232876,233.843639495669
2MRS_191.82-7.66,2MRS,191.82431,-7.66485,301.13445279451076,55.19244814525852,30.326268940962564,201.23287671232876,233.133961880802
2MRS_188.42-8.66,2MRS,188.41695,-8.65747,295.4540942438062,53.956072052406384,29.81827495183659,201.34246575342465,232.06646561686827
2MRS_229.42-24.37,2MRS,229.42424,-24.37206,340.6806593166384,27.578035001134037,31.98504579430272,201.35616438356163,237.3961313435276
PGC157475,CF3,183.02208333333334,-16.8275,289.5550136570206,45.019755407221815,23.58906534985974,201.37,219.7309085797937
PGC244935,CF3,197.29833333333335,-75.37666666666667,304.07890334760765,-12.544472855414105,37.55521996556409,201.37,254.0092946534857
,CF3,185.59666666666666,-51.61555555555556,298.3452158482808,10.997285239164972,15.357943311227938,201.37,208.8272048603871
,CF3,167.96541666666667,-45.80722222222222,285.35759586049807,13.639185349922222,21.69662520322616,201.37,216.72394939192304
PGC612548,CF3,221.31916666666666,-38.140277777777776,326.36020244253547,19.498107071399527,20.49413211693871,201.37,214.97626705244951
,CF3,195.94458333333336,-19.309166666666666,306.94490326865304,43.46640787300974,18.534829068468365,201.37,212.3863535236532
,CF3,220.72583333333333,-17.820833333333333,337.07642777680223,37.55219916698198,29.95594620407783,201.37,232.41894180928543
PGC975041,CF3,223.66791666666666,-10.690277777777778,345.3956301119304,41.80099191231037,37.227622905113655,201.37,252.9016620139058
PGC1006117,CF3,195.0375,-8.253055555555555,306.6505279595735,54.55577912844668,29.581098041868447,201.37,231.55083764824337
,CF3,197.11916666666664,-6.369722222222221,310.567227480285,56.249221792760224,31.51056516860257,201.37,236.19900744301987
,CF3,210.70916666666668,-10.45722222222222,330.058999732101,48.61770217695826,30.701037690977053,201.37,234.19391000094024
2MRS_203.11-33.14,2MRS,203.10728,-33.13604,312.7345407784546,28.954264477021272,7.943566497555066,201.46575342465752,203.4176131648079
2MRS_201.87-49.49,2MRS,201.87434,-49.49414,308.9264672248046,12.957442944344844,12.599217043612702,201.46575342465752,206.4368047768733
2MRS_173.63-50.80,2MRS,173.62999,-50.80413,290.7211930326818,10.234959780899574,20.044606884465473,201.46575342465752,214.45621092967153
2MRS_201.65-31.73,2MRS,201.64943,-31.72856,311.61244610463285,30.54986686412877,8.06059116848881,201.4794520547945,203.4898632573617
2MRS_199.64-70.19,2MRS,199.6389,-70.18649,305.2445875536598,-7.436601503610712,32.43747619769612,201.6164383561644,238.888469625407
2MRS_195.89+6.95,2MRS,195.89316,6.95361,311.6085450109382,69.62067471555389,44.791471134116456,201.63013698630138,284.11591408490074
2MRS_228.24-32.94,2MRS,228.23984,-32.93581,334.3381812832594,21.16712252671712,27.206373261394646,201.75342465753425,226.85096227642575
2MRS_249.28-66.74,2MRS,249.28145,-66.74419,322.6611497335631,-12.978531697962492,41.70191211064901,201.75342465753425,270.2238228053315
2MRS_253.89-65.83,2MRS,253.89026,-65.82842,324.58440603960753,-13.857012552716306,43.29697756692468,201.76712328767124,277.22540039758195
2MRS_208.36-27.90,2MRS,208.3607,-27.90201,319.2877076558608,32.992800825200646,14.811310129335622,201.86301369863014,208.8008510539848
2MRS_194.78-25.01,2MRS,194.77872,-25.01297,305.1339600421591,37.82595411978342,12.826459119171579,201.87671232876713,207.04307059301556
2MRS_147.17-26.05,2MRS,147.17043,-26.04808,259.4124633761578,20.997062539906427,41.963688079018944,202.0,271.6628436141205
2MRS_165.86-46.96,2MRS,165.86469,-46.96302,284.46835246509374,12.001027690665572,23.35555479900204,202.04109589041096,220.07337496551335
2MRS_176.07-5.96,2MRS,176.06825,-5.96241,274.3155726918334,53.13652277141052,36.32179040907503,202.05479452054794,250.78071727806642
2MRS_201.70-32.00,2MRS,201.70319,-31.99642,311.6155932328165,30.278156765685996,7.883773036947898,202.06849315068493,203.99659764920509
2MRS_254.61-61.28,2MRS,254.61082,-61.28204,328.5122586947855,-11.390520554793557,43.01059380349962,202.1095890410959,276.39765218111313
2MRS_197.65-37.30,2MRS,197.65408,-37.29997,307.15342796433475,25.41452810055337,1.9919452060839509,202.13698630136986,202.25920680557172
2MRS_233.23-40.47,2MRS,233.23027,-40.46959,333.27148146589366,12.701765106662052,29.356378408395983,202.2054794520548,231.99681621334156
2MRS_231.69-66.39,2MRS,231.69061,-66.38629,317.6266313314379,-8.0530243252018,35.267672262567565,202.21917808219177,247.67693540858855
2MRS_176.41-51.09,2MRS,176.40652,-51.08792,292.5096089460289,10.44718771191172,18.769298885169846,202.21917808219177,213.57680704242625
2MRS_194.46-17.27,2MRS,194.45544,-17.27305,305.10923136986685,45.57171005257989,20.57189804808767,202.21917808219177,215.99259577099787
2MRS_205.57-41.93,2MRS,205.56561,-41.93258,312.95656487300073,19.947725547698354,8.917172688774988,202.21917808219177,204.69321250142835
2MRS_190.40-11.39,2MRS,190.40178,-11.39174,299.06787436751677,51.406238163188426,26.793633784493736,202.23287671232876,226.55695823330345
2MRS_194.54-49.41,2MRS,194.53665,-49.40687,304.05391402774734,13.450264431796036,11.584072050852376,202.24657534246575,206.4517686179021
,CF3,201.97208333333333,-27.40361111111111,312.7874544147959,34.76961731641618,11.865770207379185,202.3,206.71713135056152
,CF3,206.70375,-29.75583333333333,317.0475813806938,31.593493065577466,12.477048175897583,202.3,207.19336203870108
PGC098832,CF3,202.52208333333334,-31.231388888888887,312.5622774594777,30.91657575820367,8.918323164970724,202.3,204.77566842523888
,CF3,203.43916666666667,-18.487222222222222,316.76216054211375,43.24518588504985,20.63196205897476,202.3,216.1640908652477
,CF3,168.04874999999998,-6.731111111111111,263.97219321753516,48.48887357053496,39.68132551356258,202.3,262.8611924534462
PGC871019,CF3,184.2479166666667,-18.220555555555553,291.5499484016359,43.888603788510814,21.838600839308178,202.3,217.94040106051867
,CF3,227.99333333333334,-7.191111111111112,352.79739224368836,41.685100396707355,42.63130704818312,202.3,274.9660753292636
PGC3078892,CF3,253.15958333333333,-59.9575,329.13843287182533,-10.018470901616194,42.1894735313346,202.3,273.03597896578754
,CF3,196.165,-22.19527777777778,306.96233253113144,40.572977227891144,15.658906862835039,202.3,210.09765332322272
2MRS_185.45-51.74,2MRS,185.453,-51.73924,298.26967031926796,10.864122818440032,15.509607899826282,202.3013698630137,209.94643784592483
2MRS_240.82-21.49,2MRS,240.81934,-21.49114,351.48811423674067,22.798558886698455,42.353042478768096,202.42465753424656,273.9141288905291
2MRS_241.91-33.07,2MRS,241.91026,-33.07018,343.6236381421622,13.885548777750829,37.92702157965917,202.4794520547945,256.6948752740302
2MRS_156.01-19.36,2MRS,156.00833,-19.35599,261.4168944132003,31.384730419077947,38.68948559882219,202.5205479452055,259.4603942420097
2MRS_192.54-15.00,2MRS,192.53677,-14.99881,302.4672194574015,47.87177528830664,22.959166941854523,202.5205479452055,219.94381932878562
2MRS_191.49+1.80,2MRS,191.48643,1.79994,299.7266504172419,64.63750385353576,39.78484943596649,202.5205479452055,263.5432634344104
2MRS_208.09-32.87,2MRS,208.08585,-32.87169,317.4376016095482,28.27869608287117,11.583920057710658,202.54794520547946,206.7592922574064
2MRS_208.56-27.85,2MRS,208.56094,-27.8477,319.50845097430306,32.99433858517992,14.974392525264665,202.58904109589042,209.7105155529161
2MRS_254.01-63.14,2MRS,254.01222,-63.14394,326.82116528356363,-12.287802823999753,42.93289977698108,202.6027397260274,276.72227478424884
2MRS_249.76-65.09,2MRS,249.76155,-65.08545,324.0853112178355,-12.05288091916791,41.46496959047902,202.73972602739727,270.5502502868404
2MRS_210.33-25.44,2MRS,210.33284,-25.43677,322.2147146581508,34.804269294351414,17.813388791671574,202.78082191780823,212.99210377050204
2MRS_235.26-62.71,2MRS,235.2594,-62.70512,321.0450928029282,-5.959963581258773,34.67300989148779,202.95890410958904,246.78491430700143
2MRS_194.69-28.17,2MRS,194.68701,-28.16533,304.89113299434,34.678609879969066,9.679068383323184,202.97260273972603,205.9036500941344
2MRS_198.51-33.89,2MRS,198.51326,-33.89016,308.28398409255004,28.74646277600452,4.755117030682385,203.0,203.7011182673617
2MRS_195.53+6.02,2MRS,195.53346,6.01829,310.2823047606725,68.73725602499592,43.85281078514522,203.0,281.5057810436585
2MRS_199.09+6.99,2MRS,199.08818,6.994,320.43190802400085,69.0149523868115,44.97162676127234,203.02739726027397,286.98201859040586
2MRS_205.16-33.99,2MRS,205.15868,-33.99073,314.4468787864127,27.778595599002077,8.903784281214014,203.04109589041096,205.51765655371338
2MRS_202.94-32.89,2MRS,202.94482,-32.89442,312.63089649901997,29.216436626276757,7.991662665803316,203.0958904109589,205.08763799810419
2MRS_231.30-17.24,2MRS,231.29997,-17.24401,347.3979882285147,32.04471757723985,37.669801950678995,203.13698630136986,256.6332912574415
2MRS_189.36-5.41,2MRS,189.35878,-5.40945,296.47357690889214,57.28660425441526,32.862705306530444,203.17808219178082,241.88637302785648
2MRS_204.96-39.86,2MRS,204.96335,-39.8557,312.93485865272305,22.07380355119339,7.8391553866053165,203.17808219178082,205.09472057527773
2MRS_200.15-41.03,2MRS,200.15051,-41.03437,308.83758607938785,21.502715906684884,4.965508493941961,203.2054794520548,203.9709857235316
2MRS_153.09-16.52,2MRS,153.09288,-16.52024,256.78086803347986,31.748687228055175,42.61849154778634,203.23287671232876,276.177182097572
,CF3,194.57958333333332,-17.310277777777777,305.2764277797674,45.53014873051224,20.531355895155503,203.24,217.02536589961576
,CF3,194.77874999999997,-25.012777777777778,305.1340036194734,37.826145179194434,12.82665049847373,203.24,208.44140556604913
PGC045517,CF3,197.04541666666665,-12.980277777777777,309.2437692376885,49.68616025165929,24.905793849664764,203.24,224.07902835855586
PGC153960,CF3,141.08791666666667,-32.041666666666664,259.82278340307,12.997682127353638,44.14705764896864,203.24,283.2398116932281
,CF3,154.67583333333334,-18.22833333333333,259.43584286601083,31.454465824156525,40.37619483421436,203.24,266.78654937264537
,CF3,206.08124999999998,-11.099444444444446,323.22638083391934,49.676894583124785,28.44769282944162,203.24,231.15092917049026
PGC726682,CF3,202.70083333333332,-29.65861111111111,313.06793049613253,32.43717462969536,10.257745696403173,203.24,206.5412242205634
,CF3,205.64166666666665,-40.115,313.42514163768703,21.7126931048782,8.40180430622645,203.24,205.4448895814527
2MRS_203.85-40.07,2MRS,203.84721,-40.07193,311.98425905481736,22.02602278847861,7.05958454771836,203.31506849315068,204.8681994405404
2MRS_177.68-6.74,2MRS,177.68484,-6.74286,277.28975687881723,53.080126247171,34.930089540338614,203.36986301369862,248.05701296958802
2MRS_200.98-34.66,2MRS,200.97507,-34.66058,310.47034274563276,27.73555098111562,5.611919584377772,203.36986301369862,204.34929330052412
2MRS_228.52-22.14,2MRS,228.51897,-22.13884,341.44392875754045,29.865164763955928,32.57412857238602,203.3835616438356,241.34879120180744
2MRS_192.79-15.06,2MRS,192.78978,-15.05943,302.8316964889436,47.81226574571862,22.876580141060668,203.41095890410958,220.77625081278595
2MRS_196.54-34.32,2MRS,196.54031,-34.31673,306.3895381172375,28.45615479860615,3.6721133931018346,203.5205479452055,203.93925383395495
2MRS_202.48-31.33,2MRS,202.47968,-31.33226,312.50029062502995,30.823530454010548,8.818020211259334,203.54794520547946,205.982615082098
2MRS_175.03-51.02,2MRS,175.02884,-51.02354,291.6437257129229,10.278319247742013,19.42947862389109,203.64383561643837,215.94134162768836
2MRS_226.34-27.32,2MRS,226.33575,-27.32285,336.2184181992134,26.758599103369797,28.073166340326264,203.65753424657535,230.8133318683277
2MRS_227.03-32.15,2MRS,227.02849,-32.15482,333.87705952886154,22.37924150415379,26.5237375564055,203.76712328767124,227.73652313413518
2MRS_193.01+6.55,2MRS,193.00789,6.55185,303.3514278438402,69.4231164559315,44.43390791422495,203.8082191780822,285.42230349785297
2MRS_149.56-25.10,2MRS,149.56052,-25.10399,260.4475390700817,23.14623400683167,40.537773220726464,203.91780821917808,268.3207995954314
2MRS_223.13-42.44,2MRS,223.12921,-42.44019,325.58780880861445,15.042893469930906,21.71448366836625,204.0,219.58172225238465
2MRS_231.11-36.77,2MRS,231.11432,-36.77478,334.109630822407,16.66719054288679,28.38451190211083,204.0,231.87691237846806
2MRS_175.37-37.17,2MRS,175.37428,-37.16516,287.7806053100641,23.640238976025863,15.73948469311489,204.02739726027397,211.9754073536468
2MRS_208.53-35.58,2MRS,208.52863,-35.57989,317.02571612788296,25.570652623642165,10.884795755397139,204.0958904109589,207.835081017966
2MRS_174.09-5.82,2MRS,174.08853,-5.82238,271.3039791295794,52.3772713852005,37.340452643221084,204.1095890410959,256.7269490749313
PGC044306,CF3,194.35625,-17.656388888888888,304.9559357955433,45.19183096086241,20.19186231498801,204.17,217.53953244903605
