glon,glat,dist_mpc,theta_D
153.62,-64.7,135.9,136.2261007518172
182.14,-52.45,135.9,129.4022515822492
230.81,54.2,136.4,60.842682074422285
205.44,-36.63,134.1,111.89742896003742
13.57,76.62,134.3,60.805634068740346
217.18,-29.28,133.5,100.17310823114782
231.83,-30.59,134.0,89.38001927831053
92.22,-27.79,133.7,150.5909526611387
284.01,-20.09,132.8,49.49498934057639
225.21,20.16,132.2,72.7549534535489
25.57,-29.53,132.3,94.53668766619015
35.4,-36.93,130.8,105.00973885612659
307.56,45.38,130.4,20.48427238384442
284.83,-54.14,129.8,81.03387856405865
3.42,-62.37,129.4,98.87690122247015
289.25,28.87,127.3,14.551631645395561
316.86,39.54,126.5,17.626179385209596
315.36,38.36,126.1,15.981276497157841
260.65,47.03,125.1,41.32473300041888
61.0,68.55,124.4,75.63734763785895
22.61,44.57,124.0,64.20716885243554
105.82,-32.6,123.2,161.59225354152878
289.67,16.37,122.3,16.716844601898327
282.01,-54.72,122.1,82.13253717738378
149.67,-42.62,121.9,153.15272652602187
298.48,42.67,120.6,18.4662173445907
8.53,-41.27,120.4,88.57527317750787
282.05,-20.49,120.5,50.66643973358121
252.08,48.3,119.5,47.230452628053996
301.31,-69.77,118.9,94.80735563967947
345.5,-31.76,118.6,68.68367516966529
152.14,-49.34,118.8,147.7895619911872
25.47,-41.44,117.3,99.62607192714714
357.7,-40.64,117.6,81.865445724215
40.89,85.15,117.6,65.59135811157664
1.23,37.86,115.2,48.91967000801603
82.53,-41.73,115.2,141.2801575637734
350.99,-51.06,114.6,86.15552226165069
310.88,38.03,114.8,13.952459593173323
223.94,-27.13,112.6,93.86319140586292
338.67,31.84,112.7,30.26284960512563
304.3,18.89,111.8,6.144352660003379
95.8,-75.65,111.0,127.26564031517967
218.5,86.56,110.7,64.83815238994163
352.75,58.2,110.8,47.13354290897535
242.36,35.59,108.1,54.2202124187531
260.09,33.02,108.1,39.78178132563123
274.57,56.27,107.0,38.24169042664408
301.03,-64.13,104.9,89.18437423133213
348.3,-17.05,104.9,59.556892460066116
279.1,42.31,104.4,27.45293907919668
334.43,71.92,104.2,49.70500712472511
114.36,-32.4,103.0,168.10152661135186
353.3,70.72,102.3,53.27421720226683
295.47,55.13,102.2,30.936483088036756
197.08,-25.09,102.0,115.5790418557284
311.23,49.52,101.5,24.99539174280205
25.83,-29.13,100.5,94.56342980254092
292.63,56.52,99.7,32.769915697663784
13.51,21.91,99.5,62.2422318302709
84.54,-41.23,99.2,142.8585618334432
93.68,-60.43,98.5,138.5600562883874
110.42,-34.36,98.5,164.2790824877891
328.25,18.87,97.8,22.3862191499053
217.28,-32.2,97.4,101.22680192095541
220.55,-32.52,97.3,98.81750203649563
32.59,-35.61,97.0,102.4209336000256
45.94,-59.81,96.7,116.85851372171811
269.88,-19.54,95.1,56.132860795548446
32.48,-14.48,93.8,93.84683339397705
188.13,-46.7,91.9,126.05036925943963
9.82,-25.62,91.9,80.50573880115483
91.77,30.37,89.8,116.13000550067444
97.14,-70.6,89.8,131.664713376939
166.89,-42.82,89.5,141.45565021079705
155.98,-55.5,87.1,142.0362315686843
350.92,-23.07,86.6,65.51488215748387
272.66,58.02,85.7,40.17952253087622
359.81,-33.28,84.1,78.18601246532974
258.29,65.7,83.6,50.140276360241494
200.98,30.63,83.8,88.48765220112543
320.04,34.03,82.5,15.871519739628516
42.48,-56.33,81.8,114.6536931720279
52.3,19.45,81.0,96.51178248786553
236.84,25.71,80.7,60.848460372677955
112.77,-65.54,79.4,138.7149055506048
223.4,-79.16,79.2,112.9655621857101
23.06,-55.35,77.6,103.94884798536378
25.24,-30.49,77.1,94.70573459653683
116.77,-53.81,76.6,150.54141085080167
318.59,-21.36,75.4,48.20302226661067
349.09,-34.94,75.3,73.0474641073895
281.13,-17.24,75.3,48.21800673232631
61.31,-24.33,74.0,122.69315889566462
239.22,29.8,72.7,57.81398053688393
262.98,-78.33,72.4,106.12235803169737
119.22,-72.47,72.4,132.4221857981549
88.56,-60.7,72.0,136.49913825719315
146.87,-56.2,71.3,144.9927539704111
123.62,-33.61,71.6,171.30661516246988
204.02,-30.07,69.9,111.17052114617886
4.4,-32.14,69.8,80.45522570861651
249.55,25.48,69.6,49.773888675181375
319.02,-19.79,68.7,46.82017347373038
137.46,17.26,68.1,136.03100895184522
99.11,-52.25,67.2,146.44217223243893
167.83,-52.86,67.1,137.57790485709688
157.88,-72.3,66.7,129.347304220102
347.39,64.59,66.4,48.013298093494235
9.87,69.56,66.3,57.96606278720061
282.46,-25.87,65.8,55.33417575280779
292.02,54.73,65.7,31.24025032433378
66.93,81.75,65.9,69.5454443417335
285.41,-58.61,64.7,85.18315819110713
144.34,-49.89,63.3,150.94669226681498
314.39,30.92,63.0,10.182785089242614
224.56,20.23,62.5,73.29933516305908
121.39,-54.66,62.3,150.21978238938735
154.87,-51.69,62.2,144.96628097622454
49.92,-17.1,60.1,110.32216187682525
54.25,-15.92,59.0,113.78231748872273
129.6,27.02,58.3,127.7912004177473
152.14,-16.94,58.2,153.4650716751337
189.37,-62.36,57.6,123.79738902345923
183.96,19.72,56.7,107.29649417815634
245.69,16.89,54.0,55.56957486883643
39.42,19.91,51.6,85.51211464350237
151.74,-37.31,49.7,154.14743375679845
342.11,-26.97,48.8,63.096506291978365
203.53,-27.66,47.7,110.84351232074032
225.04,38.75,43.1,67.1854413429651
340.09,-25.14,38.0,60.541293170700825
222.76,-21.48,37.4,92.3428491881004
241.8,-8.15,33.1,69.84297257444068
137.09,-57.47,33.0,146.3939646409431
307.84,38.95,32.4,14.154278700364053
24.68,-28.69,31.7,93.46613075915108
350.3,-43.71,30.9,80.28333235286122
267.14,16.58,30.0,36.25561283937269
102.69,58.97,29.3,94.01840879346979
210.4,76.18,28.9,66.85736626314974
139.78,33.92,28.6,119.42937039524753
351.74,56.44,28.0,45.931155415969705
256.65,57.78,27.5,47.25988136728637
259.58,15.15,26.9,43.574198962321994
157.82,48.36,26.8,100.9664123505659
155.47,40.43,26.4,108.69489391950115
201.54,58.63,25.9,75.46185430780817
245.36,10.06,24.9,58.341421134373036
37.96,17.48,24.8,85.27901044388368
202.0,-68.32,22.1,117.90707029424738
294.13,75.91,22.1,51.20163318497574
338.61,-82.58,21.8,108.75993839343252
277.27,31.15,21.3,25.154686583966885
225.72,-26.62,21.2,92.21509990748785
232.72,-46.47,19.7,96.68539094293169
33.5,-51.08,19.6,108.29457959757814
218.54,-60.4,19.3,109.86610910310716
340.84,63.2,18.8,44.888279166891024
219.28,-57.39,17.8,108.63538172461232
91.91,51.72,16.5,97.96966055710654
202.09,65.52,14.0,72.49905518936878
170.65,74.17,14.0,76.48089223769358
141.61,-47.35,12.5,154.06044334491807
251.88,16.75,10.6,50.01163459250925
145.01,-19.25,10.5,160.61616115437775
142.78,84.23,7.1,70.50569660322898
150.57,29.19,3.2,120.50454598454363
113.58,-76.31,329.6,128.37895601380117
321.91,48.9,297.9,27.3153993759765
165.62,-63.12,295.8,133.4707983029273
321.33,-73.81,284.4,99.40155168704004
302.07,50.68,284.4,25.779083287805353
309.04,25.34,283.8,3.672029965557916
242.45,34.55,269.2,54.28328351144806
13.17,32.23,266.1,59.30449643445699
22.18,61.22,264.2,62.14515235652411
11.21,30.18,263.6,58.09626967023589
181.96,-66.87,263.0,125.64450345884354
229.84,19.5,256.4,68.907005567281
45.47,40.81,255.9,81.28330154797105
302.95,40.07,254.1,15.167510401613088
312.18,20.77,253.5,7.849194566358243
172.79,-72.43,251.2,125.92406827007808
311.94,24.78,250.6,6.298549798541665
53.77,-42.87,240.4,120.08292863339292
211.99,-29.68,239.9,104.51352402049771
226.17,11.34,238.8,75.21203063933375
187.38,-69.12,238.2,122.99854558802741
344.37,-43.67,236.6,77.58621083113376
326.22,-46.68,236.0,74.20687681262808
213.98,-28.22,233.9,102.36006195765395
327.31,36.25,233.3,22.169191624212264
344.44,31.75,232.3,35.157035170315844
299.21,50.17,231.2,25.566057064435025
234.95,16.41,230.7,65.41586968591781
17.75,-21.96,230.7,84.76641862015143
125.53,-70.2,228.0,134.79893943850684
277.73,-27.46,228.0,58.67214130198645
217.2,-27.94,227.5,99.62974010019049
251.55,-60.43,225.4,95.80972395849695
113.38,-64.73,223.9,139.56442196607978
264.46,35.25,223.4,36.25678371804053
337.73,38.71,222.8,30.77062737140739
232.78,-17.42,221.3,82.0945411331499
328.65,-11.03,220.8,42.777453487849456
265.11,48.36,219.3,38.93246467415098
226.57,-27.5,218.8,91.94317116806356
155.82,-61.55,218.8,137.9332826658443
71.16,-78.2,218.3,121.53662596886936
104.85,-69.31,217.8,134.10473258312885
303.46,43.26,217.8,18.303543014952087
299.56,-30.29,216.3,55.53530764603702
254.65,-35.5,216.3,76.97379346762234
317.13,44.06,215.8,21.465804416481415
240.7,26.73,213.8,57.24035286165663
65.96,-53.39,213.8,128.1185692460131
296.33,-13.36,212.8,39.280949935486525
245.95,39.54,212.3,51.06069379566244
158.03,-66.02,211.8,134.02334715601967
304.89,34.68,211.3,9.680468021765131
229.39,15.22,210.4,70.83531710370083
176.63,-60.78,209.9,130.05119804753133
135.61,-76.33,209.9,128.40177283594267
133.96,-77.91,209.4,126.92380389441456
272.49,-24.39,208.9,58.56300221336434
300.05,61.16,208.9,36.31802950617252
317.33,44.87,208.4,22.233325586120305
292.1,24.78,207.0,11.699476405038405
150.71,-79.94,207.0,123.97016489470465
308.18,37.84,206.5,13.12112140387527
227.38,22.8,206.5,69.94659295117215
314.44,32.65,206.1,11.255707877876143
186.14,-73.65,205.6,121.91571569139282
31.17,-34.07,205.6,100.75478561240729
3.01,35.54,204.2,50.480033662196554
308.44,30.72,203.2,6.477115792215322
320.65,-36.36,203.2,63.11205346702476
302.96,44.35,202.8,19.420901998644762
326.9,37.64,202.3,22.485802854618825
268.6,-32.96,201.4,67.53338785703605
352.95,-44.05,201.8,81.8104056056718
176.78,-52.62,200.9,132.55005943789945
259.13,38.39,200.9,40.793408620441994
212.89,-34.17,200.0,105.36528591491462
338.79,-76.93,200.0,103.96546179027777
100.71,-61.81,199.1,139.70511038244265
44.46,-46.43,198.6,114.13386589992184
20.84,-74.46,198.2,110.35098951811418
285.36,13.64,198.2,21.694238406851394
306.0,-68.24,198.2,93.2429366549419
13.74,31.45,196.8,59.94348878779646
308.52,46.97,196.8,22.14799933342625
173.7,-32.16,196.3,136.99874572479703
171.21,-57.78,195.9,133.78331273885436
219.11,-27.1,195.9,97.7410714649735
311.44,44.66,195.9,20.34142877331898
153.92,-80.61,195.4,123.11924288600842
243.14,-23.23,195.0,76.93264301614313
191.68,-54.89,195.0,123.50929085875035
309.11,-64.11,194.5,89.16831735297677
260.43,-26.48,194.1,67.07824622953547
228.69,12.9,193.6,72.3362323685795
269.65,-77.4,193.2,104.54768033058248
287.47,13.05,192.8,20.392733246703347
341.11,-13.62,191.4,52.25955255725434
16.52,28.17,191.4,63.07899572864048
242.67,-18.18,191.4,74.454586988231
221.57,-32.41,191.4,97.98812573377205
254.93,51.6,190.5,46.16896653980889
180.1,-47.16,190.5,131.4885452873825
274.29,-27.3,189.7,60.09351925158226
35.47,-78.55,189.7,114.56235253762479
214.18,-58.94,189.7,111.63659245795697
209.17,-35.11,188.8,108.56485291745271
347.73,-78.01,188.8,105.96782679918296
131.99,-68.95,188.9,135.8506146998062
343.43,-17.4,187.9,56.557186767130766
245.3,42.78,187.1,51.49024889398185
290.02,-37.6,186.2,64.16395717738415
40.23,-48.43,186.2,111.77711643742181
348.96,-38.66,185.8,75.79362533672696
30.05,-30.25,185.4,98.35757139647556
287.33,-16.48,185.4,44.91261083157243
300.57,50.07,185.4,25.303977428606814
318.61,44.83,184.9,22.68268323633204
173.18,-53.25,184.5,134.4433443297838
298.75,62.62,182.8,37.851920131928594
250.54,38.82,182.8,47.51653498906967
118.71,-65.83,182.8,138.97462329755348
253.2,30.88,182.4,45.73931961574292
232.15,14.85,182.4,68.49185889211728
333.37,-20.88,182.0,53.525720440397045
329.11,-58.56,182.0,85.93301706087563
241.67,12.77,181.6,60.64956456130524
254.91,-33.99,181.6,75.76763199281235
316.85,-39.55,180.7,65.49137053818754
335.93,51.73,180.7,35.57925992174565
358.57,20.5,180.7,49.29814735434918
286.32,-38.69,179.9,66.04852149739571
221.91,-44.37,179.9,102.56739036822047
152.13,-72.84,179.5,129.9248689201975
20.01,52.51,179.5,61.44500767425039
281.2,-25.24,179.1,55.259631848349784
268.59,53.61,179.1,39.38167760058821
269.88,-54.13,178.6,84.72689531585094
328.99,-52.14,178.6,79.94925968945898
358.53,-39.99,177.8,81.8861980760319
155.6,-72.61,177.4,129.5277896584405
292.58,10.61,177.4,18.59808119208596
47.6,-46.98,176.6,116.35091700903295
310.73,55.92,176.6,31.201788641058215
244.5,-26.13,176.6,77.61084657195258
229.23,11.07,176.6,72.55531683996504
88.27,-46.84,176.6,143.6240957404208
358.29,22.8,176.2,48.45569810160158
330.05,38.32,176.2,25.01245257842532
309.92,26.65,175.0,4.725536904248154
198.99,-35.2,175.0,116.60697278609553
279.32,44.46,175.0,28.48018233924102
20.57,46.58,175.0,62.47098325702694
302.51,-51.25,174.6,76.28159171391312
246.9,-16.18,174.2,69.98946807637486
242.36,27.15,173.8,55.7034525318909
58.68,-55.06,173.6,123.70458395346111
258.69,-44.39,173.4,81.27306476386386
330.39,-57.85,173.4,85.5330517087242
151.52,-68.44,172.6,133.71338278664996
209.25,-34.42,172.2,108.28781170692679
326.93,-16.51,171.8,46.688514987644666
67.88,-57.77,171.8,128.30891818942447
173.12,-59.97,171.0,131.9648779040893
250.25,29.61,171.0,48.426856364044085
319.45,-39.58,170.2,65.97387366145371
332.52,17.6,170.2,26.6296601531027
229.71,-19.61,168.7,85.70163764548289
318.58,-17.37,168.3,44.38743054546715
283.89,-18.86,168.2,48.43427360410276
23.73,-31.13,167.9,93.83422547299948
247.75,42.79,167.9,49.69260038584169
320.66,-34.95,167.9,61.7590179413958
334.66,42.15,167.5,29.830801016356798
262.98,35.59,167.5,37.48713461142831
193.74,-29.5,166.4,119.61241758956068
283.71,-28.13,166.3,56.94417118276737
266.03,-13.19,166.3,53.87070031755438
249.13,35.57,166.0,48.74159790503922
324.6,-20.41,166.0,49.246067682936626
185.4,-51.7,165.2,127.52540837248813
6.76,47.74,165.2,53.046317636085654
322.87,54.99,164.8,32.75127369961405
320.16,27.48,164.4,13.812586689561778
207.26,-68.04,164.4,115.95089060927329
234.03,24.51,164.1,63.6272840809157
229.49,-23.86,163.7,87.91183038265726
217.79,-49.23,163.3,106.93318765025684
263.98,-27.47,163.3,65.68526817430944
306.9,54.99,163.3,30.022751886777534
22.94,-33.46,162.9,94.3032233847093
208.78,-63.22,162.9,114.93140715863137
309.91,50.29,162.6,25.573502516288876
338.73,-50.47,163.1,81.15382593369212
204.47,-35.78,162.2,112.42432505284859
27.65,-39.64,162.2,100.38894971958064
179.23,-48.04,162.2,131.94925183324315
346.18,-51.7,162.2,84.77266440615017
20.81,-18.93,161.8,85.8107007731764
323.23,30.71,161.8,17.073597837493182
259.93,13.35,161.4,43.91588581174093
168.49,-60.66,161.1,133.6766363750578
246.81,-21.67,161.1,73.26771433347068
274.54,-29.53,160.7,61.87219690740968
297.98,48.1,160.3,23.75388297224813
316.84,26.29,160.3,10.747424079365535
331.63,-49.58,160.0,78.2550237741385
249.7,38.07,159.2,48.181257911737696
246.76,-21.41,159.2,73.15078097898777
305.99,38.86,158.9,13.885174405968229
76.34,-30.13,158.9,136.87766396618764
298.66,12.26,158.5,14.078267084348113
224.66,-55.14,158.4,105.06147691747748
39.35,54.78,158.9,72.20511393006335
83.91,-47.37,158.3,140.67387164448726
42.59,-20.01,158.1,104.8977614565692
22.94,-23.54,157.4,89.72424720566299
327.09,-20.35,156.7,50.17847597046286
252.74,36.02,156.7,45.797046881261544
216.79,-23.79,156.0,98.3126044330445
251.8,-34.58,156.0,78.04587667547526
275.36,-24.14,155.6,56.90742765955858
49.41,35.39,155.2,86.50934871685017
239.61,32.03,155.2,57.03622241364562
246.38,-17.08,155.7,70.91410565866278
39.71,53.2,155.6,72.91291521805796
80.58,-37.24,154.5,140.45084694733512
308.29,-34.52,153.5,59.60178866598636
308.01,-24.21,153.5,49.296244995863674
314.62,29.22,153.5,9.541471243014666
325.07,38.85,153.1,21.865001890636265
254.11,18.94,152.8,47.31800037545638
218.17,-32.46,152.4,100.63408971993813
251.14,49.76,152.4,48.095692973365054
40.04,51.53,152.8,73.65920155761609
264.16,13.19,152.1,40.18172575212529
48.96,-31.66,151.7,114.07460325525571
264.91,-45.82,151.7,79.62279658917224
250.08,29.24,151.7,48.62841193386248
345.53,-50.87,151.7,83.86385409718281
281.65,10.09,151.4,26.715048524823214
196.99,-62.74,151.4,120.2668295072888
208.43,-50.38,151.4,113.05818827804065
310.6,-23.14,151.0,48.445258377744494
162.84,-32.71,151.7,146.16137641028007
260.58,49.46,150.7,42.10579750828537
244.51,-19.6,150.3,73.81199775145693
300.76,10.55,150.3,14.999689102483048
317.78,43.25,150.4,21.03752415074443
252.48,-27.76,150.0,73.0725503999121
277.06,-23.12,149.6,55.22069863104155
29.95,-36.66,149.6,100.85554636519736
33.02,-37.76,148.9,103.53484027008605
39.01,44.57,149.3,75.43758090466518
280.21,-54.53,148.9,82.34207116093069
12.76,17.1,148.6,63.1196741638973
261.12,-28.08,148.6,67.82493279049963
175.03,-60.48,148.6,130.89094217364902
257.96,42.58,147.9,42.20562650247849
249.77,-40.86,147.9,83.42991411469393
312.78,-33.81,147.9,59.27313059467404
144.24,-64.68,147.6,138.41513744766968
270.29,-28.01,147.2,62.65901898524453
46.67,-32.57,147.2,112.45765430418264
37.24,-50.29,147.2,110.34959028038034
267.78,72.32,146.9,51.549327307949504
220.0,-27.19,146.6,97.05667570761588
1.54,-30.48,146.6,77.50970795888466
261.28,-14.64,145.9,58.20165578180446
322.02,-37.3,145.5,64.32495318769466
353.39,-53.44,145.5,88.90940712613438
230.99,-16.4,145.9,83.09751550505041
285.64,27.29,144.5,17.5113024719763
135.28,-73.9,144.2,130.7939528265496
156.41,-37.83,144.2,150.47432983874504
349.66,-51.45,142.9,85.91546959091988
260.44,18.09,142.9,41.835199088800096
209.87,-61.5,143.3,114.20937472233163
293.58,46.79,142.6,23.61390601848666
194.51,-51.71,142.2,121.8897489894123
264.89,47.66,141.9,38.808869711957556
52.59,34.48,141.6,89.2277178504756
272.64,-28.61,141.6,61.98414756083326
269.5,38.29,141.5,32.75512208914776
277.67,-25.32,140.3,56.83493308810047
168.67,-34.23,140.6,141.23644596125774
148.35,-32.67,140.3,158.21305055054705
47.76,-31.37,140.0,113.01129655689017
248.28,29.86,139.6,50.08043429075926
277.2,-24.92,139.3,56.70221699207146
56.29,39.56,139.3,89.11414791891501
309.3,-33.73,138.4,58.87211762164453
320.02,-64.13,138.5,89.90412112724712
2.84,59.06,138.7,52.37354554575875
212.05,24.5,138.7,82.36777076696791
92.14,-41.3,138.0,148.30579750262007
120.85,-26.03,138.0,176.11591630392988
221.11,-31.75,137.7,98.06857329303159
9.36,-20.16,137.4,77.1444481939222
334.54,55.73,137.4,37.50999483298006
81.42,-69.4,137.4,128.79929523936843
271.26,-20.96,137.1,56.4538263106938
249.36,-27.7,137.1,75.14115716312719
26.17,-18.93,137.1,90.3154630315943
202.41,-50.85,136.8,116.90180164627444
180.29,-72.19,136.8,124.07041965711272
199.28,-57.32,136.5,119.22906183809366
20.11,58.62,136.8,61.17926360075864
174.84,-79.34,136.5,121.56368229768277
195.75,-33.97,136.1,118.94347447474509
227.52,-10.2,136.1,83.1929915521365
302.24,41.28,136.1,16.440705572076396
308.32,40.41,135.5,15.657788496085256
32.72,-31.68,135.5,101.0266309024071
334.82,-33.55,135.2,65.05527158894202
291.41,-41.38,135.2,67.56536947116452
227.48,-62.87,134.6,106.66699119123082
263.24,48.33,134.6,40.07910751111017
161.02,-39.43,135.2,146.57574094965094
190.41,25.11,134.1,99.33184379241467
223.22,-32.08,133.4,96.58405300421494
4.56,-59.7,133.0,97.65592375569067
31.48,-16.37,133.0,93.76828417979227
258.14,-30.19,133.0,71.14710211519385
268.86,-26.49,133.0,62.188308307332825
317.07,-39.73,132.9,65.70244039889893
259.11,11.74,132.7,45.28191282095067
311.28,-57.44,132.7,82.60913918531492
224.16,-32.4,132.7,96.00603021438921
285.68,11.14,132.7,22.95559948566544
148.53,-69.62,132.4,133.2779102289847
203.95,-29.5,132.4,111.05690111102365
317.55,41.5,131.5,19.506884727221344
298.98,-21.3,131.5,46.66791075633783
281.02,37.45,130.9,23.881845384312165
335.51,20.92,130.6,28.32735305247078
3.39,34.15,130.6,50.923295619911556
308.89,40.96,130.2,16.28533562509835
248.89,43.77,129.7,48.907044946277296
283.53,-21.95,129.4,51.36874313927931
278.19,-23.01,129.4,54.59653658499478
15.55,-44.17,129.1,94.47431790735551
237.09,-25.76,129.1,82.91817018775807
248.68,-13.58,129.2,67.08820649425739
330.14,16.95,128.8,24.76639036535775
16.17,-77.95,128.9,110.62426097815269
220.74,-31.58,128.5,98.28516458895021
227.88,20.52,127.9,70.28457962275742
330.23,-18.87,128.3,50.27506195278762
267.62,16.36,128.2,35.89854533382387
317.58,37.83,128.1,16.694891038314324
19.01,-76.93,128.5,110.8064157967134
37.23,42.72,128.2,74.88232196917794
20.63,-77.95,128.1,111.49060526301119
205.27,-37.33,127.9,112.21434504794821
180.51,-65.94,127.4,126.5220520452142
183.69,-46.83,127.3,129.08367322076882
295.17,-42.74,126.8,68.34371167221558
283.68,24.32,126.5,19.36768563903983
227.21,22.1,126.5,70.33037037869154
16.95,22.78,126.5,65.00446708894782
301.21,20.32,126.6,5.841528967777878
234.76,23.14,126.7,63.395168987266835
285.4,27.69,126.7,17.749501135076937
201.58,-36.14,125.6,114.7785152040584
337.66,-33.34,125.6,66.09867927726079
325.93,24.33,125.9,19.0134293076677
288.83,-17.38,125.3,45.21295732069253
93.12,-60.93,125.0,138.01411643136896
18.61,22.73,125.0,66.47369690276673
151.38,-65.35,125.0,136.2812952598482
310.66,-59.82,124.7,84.94777948540836
357.47,-44.78,124.5,84.5944734394964
209.29,-40.11,123.9,109.95237374144315
342.81,-57.17,124.3,88.1046687629647
82.18,-31.65,124.2,141.96722597472217
6.32,39.09,123.6,52.838102566622496
310.05,27.59,123.0,5.215099699402063
93.51,-30.25,123.0,151.70372487851498
316.08,-74.36,122.7,99.62457203207458
39.59,49.29,122.5,74.15422977989073
250.71,32.68,122.2,47.66632031732572
108.23,-34.34,121.7,162.72996094099835
261.51,-53.03,121.6,86.68759794437923
298.61,53.79,121.3,29.183267635145768
357.34,-42.81,121.1,83.16417263074125
92.49,-24.61,121.3,150.55837445634103
112.16,-34.13,121.3,165.59729275044296
282.96,71.04,121.1,47.72908214967024
118.39,-41.18,121.1,162.9124135543391
193.13,-36.17,120.5,121.46364350625376
304.72,42.35,120.2,17.351536633972117
204.09,-37.77,119.9,113.23132145964914
334.58,-48.8,119.9,78.39369654626002
229.54,-42.03,119.9,96.54250983049856
88.44,-75.95,119.9,125.92354499643892
66.87,-43.22,120.2,129.6521366321693
259.28,44.63,119.7,41.651245621420784
305.68,40.63,119.9,15.640298213254043
154.06,-36.77,119.7,152.5707277954747
305.62,40.13,119.4,15.138903187880846
310.25,31.56,119.2,8.02260391714661
11.38,54.88,118.9,56.31785592066509
235.88,-25.29,118.6,83.59721390094343
335.46,-31.83,118.3,63.841861127640875
103.98,-52.86,118.6,147.96011961074626
265.33,11.66,118.3,39.76874283028142
209.93,-46.74,118.0,111.26369603235472
263.78,57.58,117.8,43.7611577344501
271.91,-19.68,117.5,55.06543649505653
315.01,38.24,117.5,15.722953646403703
352.38,37.92,117.5,41.93987782215041
289.17,-71.93,117.2,97.545756612477
294.33,-23.64,117.2,49.7268092926928
271.72,-21.74,117.2,56.82168484945454
229.82,-25.79,117.3,88.57560617702946
357.87,38.32,116.9,46.270439421405264
66.28,-31.85,116.7,128.51615298339254
299.67,15.17,116.1,11.02719780193084
327.98,41.19,116.1,25.012200319085757
261.66,-76.92,115.9,105.21726058239472
29.2,-35.68,115.7,99.90991157750824
12.15,34.53,115.3,58.02883958591092
2.88,19.46,114.8,53.476980245897636
225.16,-18.38,114.7,88.94249791449403
304.69,-10.58,114.6,35.58128407087877
281.56,-21.48,114.6,51.756036284976695
247.62,-27.61,114.3,76.28690542237116
40.69,-15.22,114.3,101.39977054192597
294.79,44.45,114.5,21.142328449043177
31.63,-21.13,114.0,95.89199488854076
280.56,-18.26,114.0,49.373067115606084
244.33,-26.5,114.0,77.95205085101466
312.02,36.11,114.0,12.638439712962713
212.9,-58.84,113.2,112.2611917020657
8.73,-58.61,113.4,98.73299134138092
3.59,16.78,112.7,54.954461264509554
350.39,30.7,112.7,40.266797013362456
256.26,31.19,111.9,43.10014403178591
175.99,-49.85,111.9,133.69925134477722
270.14,-78.88,112.2,105.7390126428892
247.34,17.36,111.9,53.9254989872548
28.35,-43.7,111.7,102.48013967337589
350.64,-42.74,111.7,79.71381023638847
351.68,64.54,111.7,49.5433346759955
274.99,-70.01,111.2,97.4040435680515
194.81,26.08,111.0,95.46026422374804
188.07,49.2,110.9,87.03582550731907
32.86,-36.86,109.1,103.0872655107019
207.04,-36.25,109.1,110.55539129038782
349.32,-45.22,108.9,80.98142729173787
343.39,-23.15,108.9,60.855215683573455
193.17,-53.34,108.6,122.70002542114793
83.33,-58.29,107.6,135.67387154853074
286.23,-72.01,107.8,97.87017945353708
329.73,18.91,107.5,23.69120215431489
277.92,-72.64,107.5,99.35748952964553
44.41,52.37,107.6,75.86375737077553
5.08,-17.14,107.2,72.095475623926
262.69,42.01,107.2,38.662538905058724
246.96,35.79,107.2,50.48373592638243
34.34,-17.06,107.2,96.54620726429859
198.89,-62.03,106.7,119.41962324195813
354.07,-32.83,106.4,74.347595699805
67.23,36.77,106.9,97.71265683836332
206.66,46.23,106.7,77.62878362923907
259.23,-28.9,105.9,69.56083204989795
270.7,12.05,105.7,34.87210747787918
13.5,12.54,105.7,65.41779256920348
206.26,-39.8,105.0,112.10626991064555
303.77,-64.98,104.7,89.9850604584179
345.85,-31.48,104.5,68.65617436666112
79.92,-54.83,104.8,135.5685216649054
358.08,64.12,104.5,51.839537415129556
234.95,-16.32,104.1,79.74578581137628
282.03,36.53,104.0,22.768509395755384
172.73,-54.08,103.6,134.4173754026745
266.34,-25.62,102.8,62.91030548750137
244.93,-29.99,102.7,79.60657641784893
356.29,-36.33,102.6,78.09796079522114
27.89,24.16,102.7,74.01869790600502
60.62,17.41,102.6,104.32869892195117
197.86,-57.41,102.3,119.99600404092635
25.06,-74.48,102.3,111.4289966277879
313.63,-42.79,102.3,68.25526018989258
311.07,55.21,102.3,30.53851650376143
74.78,-33.59,101.9,135.7969418052967
139.7,-25.67,101.8,166.70376939387273
298.59,-10.08,101.6,35.6323448744424
98.72,-25.59,101.4,156.2712413203159
282.8,-15.46,101.4,45.884579266668034
225.91,20.56,100.9,71.9994201118675
184.99,19.18,101.0,106.81506357983082
355.04,33.79,100.5,44.04498668542602
311.75,-32.17,100.2,57.531854813962134
269.04,-22.88,100.6,59.232394232532
29.71,64.21,100.7,65.36239542443072
3.84,-25.38,100.2,75.96306942074813
352.83,30.19,100.0,42.402219075976575
333.48,-27.69,100.2,59.40208784520555
103.0,-54.13,100.0,146.6000653482885
315.31,35.23,100.0,13.55398035559995
250.18,-24.62,99.4,72.62437590086101
51.77,-34.97,99.1,117.16195535942327
200.98,-34.79,98.6,114.92610062378084
354.36,-33.66,98.4,75.10347345604958
72.05,-29.73,98.6,133.13865291687716
274.7,-24.99,98.2,57.94682298930251
39.54,-56.91,98.0,113.15636074272463
334.65,69.69,98.2,47.95358581420485
