RAJ2000,DEJ2000,z
103.336651,56.085,0.938
105.097982,56.75,1.321
104.593053,56.779,1.745
100.659812,56.666,1.019
101.521933,57.455,2.045
101.732886,58.739,1.808
102.343636,58.802,1.343
101.544318,58.689,1.616
134.26893,44.163,2.023
137.084223,44.455,1.569
136.690649,44.921,1.551
137.009474,45.753,1.145
133.621341,44.155,0.989
134.821286,46.234,1.792
135.462598,47.379,1.607
137.639539,46.623,1.137
138.197069,47.025,1.312
141.22723,48.32,2.018
136.966273,47.599,1.395
137.986109,48.178,0.915
138.362288,49.377,0.841
139.442457,49.907,1.787
138.239315,49.786,1.269
131.603012,47.746,0.908
133.394377,48.126,1.4
133.082067,48.029,1.395
132.323156,48.079,1.89
133.855135,48.91,1.329
132.394621,49.274,1.354
135.663028,50.01,0.984
135.712445,50.133,1.702
134.400774,49.687,1.514
132.828612,50.754,2.056
134.52991,51.301,1.828
132.217042,51.513,1.204
133.526483,52.018,0.863
143.807129,50.834,1.969
142.849373,51.144,1.477
140.165981,50.175,1.139
140.094772,51.747,1.952
140.592603,51.763,1.646
142.570214,53.06,1.9
141.292909,52.858,1.444
142.676374,53.318,2.096
145.472109,51.623,1.318
145.713367,51.63,1.315
146.117218,53.498,1.204
148.117502,53.221,1.141
147.978892,54.066,1.13
147.72182,54.206,1.658
147.802682,54.178,1.461
146.492404,56.064,1.219
145.882407,56.363,2.148
146.942192,57.168,1.838
137.37509,52.541,1.652
139.0487,53.351,1.381
139.988645,53.625,1.708
141.945819,54.177,1.419
140.700665,54.561,0.912
136.251984,53.973,1.552
136.511369,54.637,1.048
138.958694,55.368,1.66
146.780256,57.109,1.526
143.90129,56.796,1.731
145.117325,58.357,0.873
139.537804,57.413,2.071
142.229199,59.03,1.598
143.234937,59.538,1.361
129.131288,49.896,1.868
127.331122,50.032,1.987
129.619628,50.555,1.471
127.002693,50.15,1.749
127.885944,52.104,1.411
130.212935,52.624,1.745
131.53237,53.285,1.606
134.529119,54.228,1.291
132.642215,54.415,0.977
128.381735,53.909,1.071
130.498107,55.167,1.334
131.123997,55.71,2.172
130.35673,56.394,1.894
130.87027,56.858,1.631
124.167818,52.481,1.04
123.008147,53.401,1.686
125.647747,53.229,1.15
125.327226,54.872,0.893
122.189843,53.5,0.939
122.201009,54.24,1.316
121.175065,53.713,1.633
123.575679,54.522,1.548
125.929501,60.334,1.443
135.641044,56.33,0.881
134.922383,55.847,1.163
137.663381,57.124,1.822
132.12302,57.897,1.058
133.107405,57.615,1.473
134.305279,58.864,2.03
133.0981,59.016,1.297
133.096087,59.025,1.297
139.459602,58.511,1.02
139.370675,58.656,1.356
141.340396,61.256,1.08
138.270624,60.133,1.375
137.625625,60.221,1.655
140.496086,62.023,1.237
138.999179,61.627,1.497
130.899983,60.062,2.017
132.340955,59.324,0.807
133.263384,59.706,1.031
134.544626,60.188,1.833
133.096482,60.604,1.76
135.411543,62.289,1.914
149.955103,54.782,1.31
150.943398,55.227,0.854
152.131016,56.283,1.77
149.031285,55.648,1.994
154.22143,57.438,1.441
152.658374,57.993,2.013
151.325083,58.352,1.55
153.828266,59.02,2.121
150.938138,58.878,1.302
157.587848,58.807,0.973
157.058793,59.52,1.225
159.280719,59.54,0.985
160.768916,60.065,1.977
154.513631,59.264,1.057
153.801535,60.756,1.64
149.914633,58.922,1.041
148.713504,60.126,1.874
150.288592,59.255,1.063
152.038211,60.562,1.891
151.348029,61.184,0.829
147.148164,60.18,1.192
149.845151,61.403,1.665
148.614797,62.729,1.386
154.156212,62.354,1.107
156.184756,62.344,1.298
159.541994,63.905,1.435
155.618293,63.291,1.001
157.860692,63.683,1.947
153.44436,63.142,1.547
154.050001,63.922,1.995
156.542593,65.986,1.666
162.872414,60.837,2.12
163.707841,62.412,1.794
164.015551,62.669,1.615
166.620469,63.342,0.965
169.082675,64.241,1.83
161.964542,63.261,1.843
160.319856,63.271,1.131
165.598556,63.963,0.902
168.254981,64.735,1.174
165.24522,64.735,1.489
167.310478,65.146,1.306
172.339244,64.706,0.895
179.661356,66.867,0.845
175.764969,66.237,1.727
170.38159,66.285,1.907
178.356017,67.804,2.074
176.469586,68.157,1.199
178.458929,68.81,1.352
164.641199,65.441,1.953
164.408337,65.554,2.188
167.487254,66.342,1.571
166.201627,67.079,1.124
167.949879,67.536,1.066
161.400897,65.978,0.989
161.797343,66.483,1.544
160.601857,66.769,1.48
164.819026,68.275,1.509
165.814004,68.406,1.54
170.084347,67.665,1.4
168.537227,67.296,1.913
172.312731,68.551,1.493
176.514787,69.065,1.832
174.928182,69.217,1.849
172.369259,69.597,1.688
175.412581,70.211,1.141
179.95934,71.156,0.849
145.770227,61.69,1.214
148.048667,63.353,1.651
147.421047,63.653,1.923
143.059753,62.496,1.337
141.489155,62.72,0.86
142.335082,62.806,0.897
143.222658,63.2,2.06
151.190097,64.09,1.1
150.958866,64.118,0.921
153.116042,64.846,1.686
150.838371,65.447,1.278
152.56465,66.13,1.443
154.971586,67.304,1.975
149.983104,65.702,1.037
153.652121,67.306,0.874
151.577109,67.264,1.252
151.548697,67.266,1.501
152.572819,67.66,2.074
153.434106,68.71,1.232
149.874297,68.716,1.427
152.747476,70.469,1.556
157.914734,68.18,2.126
165.526632,69.599,1.691
161.533602,69.301,1.754
157.563621,68.673,0.903
159.328174,69.563,1.887
162.346539,70.477,1.827
162.537954,71.452,2.019
167.319584,69.805,2.032
168.913449,70.577,1.301
167.220683,70.569,1.118
170.617369,71.597,1.867
171.617734,72.127,1.478
177.618895,72.909,1.151
170.074211,72.05,0.998
170.814817,73.1,1.405
173.176554,74.025,1.005
156.367895,70.142,2.148
157.904578,70.828,1.635
158.605428,71.058,1.485
161.879986,72.175,1.38
154.814197,72.371,1.867
155.140126,72.748,1.872
163.067744,74.175,1.58
167.08369,74.377,2.008
177.026663,75.371,1.309
164.215359,75.021,1.053
165.980226,75.503,0.868
178.990561,77.302,1.155
172.648129,76.525,1.525
120.29464,56.294,2.117
117.846868,55.866,1.032
119.600533,56.859,1.391
120.923535,57.432,1.948
119.178262,57.36,1.194
120.728913,57.788,1.29
115.23347,57.253,0.885
117.068797,58.265,1.686
121.711213,59.136,1.532
121.07981,59.169,2.127
122.587506,60.196,1.471
123.480394,60.845,1.672
121.403421,60.607,1.293
121.426532,61.915,1.191
119.667723,62.088,1.976
119.213284,62.396,0.906
120.972384,62.171,1.037
114.723922,58.174,1.979
114.091995,58.786,1.174
111.968816,58.941,1.265
112.389253,59.315,1.383
108.706802,60.863,2.016
111.542245,61.051,0.999
116.68814,61.772,2.094
114.997912,61.987,1.41
115.444009,63.213,1.719
117.980942,62.446,1.537
114.927535,65.405,1.299
123.992455,61.799,2.057
124.508994,64.137,1.139
125.06591,64.632,1.222
128.003391,65.628,1.426
126.100393,65.435,1.809
125.579347,67.275,2.074
127.881452,67.672,1.045
128.337458,69.293,1.125
121.36304,64.651,1.302
118.207149,64.499,2.041
122.129962,66.706,1.668
119.368857,67.319,1.179
116.804132,66.42,1.004
115.273978,67.062,1.377
115.388925,67.198,1.521
118.463797,68.256,1.098
125.39261,67.76,1.328
124.187662,69.257,1.765
124.308417,69.65,0.911
122.988733,69.161,1.928
124.097131,70.347,1.527
120.804085,69.764,1.998
119.051806,70.933,1.038
120.888643,71.13,1.548
120.897424,71.245,1.388
109.00363,63.768,1.963
108.422543,63.562,1.153
108.691644,63.819,1.262
107.31427,63.559,1.626
107.767503,64.014,1.55
104.666843,64.756,0.999
103.981648,65.443,1.66
101.967883,65.361,1.756
108.249255,64.673,1.865
106.80339,65.36,1.061
111.691625,66.333,0.843
107.550704,66.632,1.246
108.707125,67.63,0.826
104.198978,66.357,1.453
106.493052,66.456,0.858
105.067926,66.708,2.132
106.880823,67.728,1.895
107.140777,68.113,1.371
106.287097,68.306,1.884
109.641995,69.185,1.549
112.812495,68.407,2.007
113.570959,69.281,0.952
111.632216,69.602,1.865
110.025266,70.108,2.037
107.15264,68.588,1.644
115.819149,69.53,2.177
114.009817,70.004,1.836
115.696545,71.082,1.152
113.559039,71.01,1.62
112.684513,71.903,1.484
118.53218,72.194,1.18
112.467657,72.479,1.992
103.790376,75.264,1.9
106.766235,74.747,1.564
106.021693,75.609,1.25
103.993795,75.963,1.596
132.90053,68.538,1.276
132.880131,68.794,1.429
132.178482,68.982,1.797
132.856719,69.001,1.631
129.834439,69.687,1.053
130.338413,69.977,1.891
131.580039,69.65,1.271
141.906929,73.22,1.688
145.249278,73.317,1.154
142.748271,74.01,1.936
129.196206,71.601,1.56
134.127072,72.355,1.469
132.198025,72.377,0.834
132.699967,72.5,1.741
126.164271,72.496,2.036
125.56132,72.835,1.905
121.814049,71.876,1.152
121.749802,72.808,1.752
123.388714,73.084,1.268
128.424777,73.328,1.937
126.034275,73.559,0.822
135.694833,73.036,2.057
135.922772,74.006,1.351
132.668642,73.262,1.718
134.331748,73.699,0.992
140.168617,75.757,1.054
131.161107,74.403,1.612
129.714678,74.895,2.07
135.938098,75.992,1.375
138.323764,76.377,1.679
134.469327,77.193,1.946
151.111942,73.466,0.877
151.853793,73.605,1.286
149.919687,73.685,2.075
158.235667,74.6,0.978
160.42507,75.212,1.478
160.10787,76.621,1.638
150.609181,75.297,1.434
147.83419,75.209,1.261
153.403526,76.347,1.662
153.709789,77.137,1.74
155.303506,77.12,1.732
164.820412,76.447,1.183
175.162865,79.161,0.821
159.145081,77.873,1.264
164.542631,78.898,1.516
171.940394,79.082,1.021
172.875015,80.387,1.327
152.436491,79.327,1.143
141.660394,77.639,1.513
144.762919,78.673,2.008
137.214068,77.827,1.756
140.359437,79.335,1.597
147.333054,79.171,0.996
148.273277,79.96,1.36
150.450982,80.391,1.084
156.191673,79.49,1.84
155.563122,80.404,1.476
158.04198,80.855,1.584
157.921904,81.096,2.127
155.648919,81.82,1.647
121.817813,74.098,0.982
119.532009,74.214,1.608
115.542968,74.438,0.897
122.514162,75.011,1.354
120.244123,75.814,1.894
114.420304,74.473,1.323
111.829279,75.331,1.163
111.299552,76.288,1.303
116.16781,75.754,1.737
123.695862,76.062,1.046
123.175005,76.089,2.104
121.123786,77.156,1.116
121.799891,77.48,1.915
130.560464,77.583,1.32
127.942539,77.679,1.246
130.566253,79.288,1.501
118.333812,77.441,1.007
121.019655,78.792,2.05
116.076046,78.623,1.709
114.403936,78.824,1.38
123.847904,78.538,1.421
121.540392,80.647,1.057
105.991803,77.102,1.837
109.546509,77.642,1.924
110.010744,78.052,1.105
102.753607,79.763,0.843
91.352801,79.949,1.487
113.056456,79.571,2.179
106.198965,79.613,1.771
116.447045,81.417,1.519
110.35442,82.285,0.909
102.358752,79.983,1.567
94.410291,83.062,1.163
98.61437,82.848,2.076
95.58287,83.136,1.906
136.732401,79.091,1.824
145.647209,82.144,1.259
142.87467,82.427,2.172
128.514116,80.759,0.897
123.787958,81.068,1.829
125.189497,81.115,1.243
137.666901,81.852,1.005
141.3703,83.116,1.694
134.983861,82.895,1.761
133.244321,83.395,1.783
118.38286,82.629,2.057
108.762422,82.688,1.336
113.868437,83.675,1.088
125.260148,83.13,1.776
101.230125,83.844,1.585
224.133731,0.893,1.452
226.375197,1.457,1.002
225.317309,2.32,0.937
223.219078,2.485,2.037
222.974974,2.501,2.022
225.203908,3.422,1.304
229.636965,4.952,1.55
229.623371,5.387,1.041
227.037716,5.167,0.994
226.025088,4.508,1.57
226.55264,5.112,1.686
226.858292,5.701,2.141
227.096728,6.136,1.639
222.420996,3.482,1.892
221.78001,3.696,1.382
223.939178,4.909,1.148
223.810732,4.919,1.089
223.207521,4.804,1.383
221.696171,4.426,1.641
220.876384,5.084,2.141
221.368784,6.328,1.419
226.816783,6.495,1.789
225.963404,7.947,1.815
224.14986,7.226,1.405
224.164571,7.537,1.58
225.769762,8.121,1.039
225.190174,8.301,2.193
225.656623,8.853,1.214
232.431045,7.054,1.66
230.259455,6.923,1.406
228.662354,7.686,1.994
228.964344,7.924,1.211
229.603817,8.384,1.065
235.614751,9.182,1.327
234.655642,10.03,2.04
231.767331,9.355,1.699
231.908881,9.909,1.982
226.74941,8.457,1.482
228.742884,8.835,1.733
229.132455,9.416,1.548
229.889743,9.475,1.378
229.805892,9.596,0.92
228.993661,9.482,2.103
228.986874,9.908,0.822
226.261987,9.072,1.867
226.722177,10.049,1.772
227.754228,10.475,0.971
228.233431,11.072,1.164
227.176888,11.168,1.31
231.625942,10.977,1.244
230.158168,10.743,1.498
229.620086,10.778,2.191
231.754885,11.829,1.827
229.797272,11.569,1.713
230.928973,14.203,1.073
219.830421,5.691,0.894
220.794092,7.119,0.863
219.651205,7.02,1.676
220.019915,7.555,1.835
221.331493,7.734,1.141
221.058285,7.858,1.666
217.285934,7.473,1.145
220.23928,8.217,1.276
219.901121,8.793,1.968
219.301526,8.475,0.966
222.360945,7.626,2.07
223.336078,8.587,0.838
223.98846,9.567,1.99
223.058006,9.445,1.804
223.227512,9.408,0.915
220.264449,9.662,1.586
220.59811,9.951,1.473
216.816985,8.112,1.671
215.700867,7.949,1.941
218.014531,9.553,2.017
218.118028,9.496,1.019
216.11403,11.63,2.095
218.827939,10.137,1.096
218.363884,11.086,1.345
221.790886,11.855,1.355
220.223318,12.046,2.157
220.937998,12.582,1.799
220.798281,13.143,0.938
218.231829,11.4,1.345
217.08752,12.142,1.214
220.490096,13.043,1.58
220.216629,13.559,1.732
226.781736,12.291,1.884
225.848405,12.746,1.69
223.221622,11.187,1.092
224.659514,11.87,1.665
225.162778,12.974,1.108
227.949374,12.466,0.896
227.982664,13.301,1.472
228.637109,13.411,1.526
227.367273,13.162,0.817
229.623657,13.929,1.242
229.305985,14.018,1.881
228.627399,14.16,1.568
228.787068,14.26,2.174
225.494332,14.907,1.229
226.434392,15.393,0.833
228.164241,15.861,1.128
227.781878,16.716,1.319
222.217776,12.597,1.271
222.757147,12.992,1.006
221.782923,13.683,1.334
222.256075,14.149,2.156
223.041903,13.906,1.516
220.560393,13.477,1.229
226.165839,15.596,0.994
225.479355,15.759,0.99
225.114344,16.414,1.119
226.599413,16.04,1.917
226.004076,16.372,1.39
224.491618,16.518,2.194
223.420175,17.353,1.471
224.640934,19.006,1.251
235.60888,11.387,1.695
236.08961,11.644,1.624
234.591043,11.123,1.111
235.084717,12.46,1.992
237.423597,13.19,2.092
237.137701,13.384,1.496
239.340654,13.151,1.023
238.717569,13.305,2.165
241.61641,14.369,2.063
240.109478,14.677,1.09
239.399564,14.493,2.115
237.875043,14.182,1.891
237.740583,14.744,0.865
237.635137,14.949,1.132
233.565886,13.288,1.015
232.421237,12.93,1.545
233.338371,13.185,2.182
234.257493,14.896,1.172
234.615317,15.272,1.679
232.830716,14.899,1.351
232.021102,14.729,1.766
233.390666,16.291,2.101
236.700894,15.313,1.314
235.548069,16.244,0.819
237.900429,16.105,2.134
237.619356,16.019,1.604
238.111489,17.121,1.655
234.689415,16.148,1.431
235.523517,16.674,0.847
234.430887,16.656,0.976
234.157611,16.901,1.169
234.603762,17.531,1.451
237.389539,18.094,1.05
236.896125,18.421,1.61
243.019353,15.59,1.741
241.244475,15.164,1.422
242.454,16.909,0.937
242.927313,17.404,1.371
239.763691,17.118,1.521
240.108588,17.762,0.954
241.689386,17.58,1.745
241.969861,17.908,1.549
244.374343,17.535,1.284
244.446022,18.821,0.844
246.509699,19.508,1.352
246.302651,19.594,1.676
245.819807,19.981,1.893
246.047388,20.103,1.136
243.140388,18.56,1.913
244.02934,19.548,1.067
244.77439,20.266,1.198
239.492801,19.062,2.045
238.773309,19.119,1.877
240.327767,18.475,0.94
240.723142,18.978,1.17
239.628124,19.055,1.562
239.959613,19.734,1.317
240.279928,19.897,1.449
237.868136,18.519,1.983
238.537919,20.948,1.65
238.809101,21.516,1.303
238.946952,21.757,1.812
240.596528,23.358,1.49
230.357424,16.613,1.666
232.229674,15.948,1.3
233.271266,16.85,1.488
233.179686,16.919,1.59
232.500696,17.736,2.174
229.237789,15.887,1.594
231.006354,18.504,0.972
230.078057,18.292,1.055
230.277498,18.558,1.85
233.144987,19.012,1.71
234.123249,19.081,0.89
233.443862,20.053,1.472
233.60996,20.877,1.506
227.90553,17.498,1.451
227.622449,17.572,1.725
228.590744,17.961,1.988
226.228984,18.683,1.315
227.734065,20.206,1.029
226.69838,20.868,1.074
232.53215,21.43,1.138
231.945416,22.837,1.885
230.668272,22.741,1.312
235.970581,19.792,1.076
235.773259,20.139,1.901
235.858478,20.617,1.333
236.103276,21.185,0.806
236.006951,21.35,1.778
237.987511,22.018,2.057
235.15716,21.333,1.421
236.634545,24.234,1.748
238.580278,23.242,1.313
240.031482,23.912,1.626
236.895548,25.108,1.513
237.690747,24.827,1.886
237.988612,25.356,2.118
234.847337,24.064,1.189
235.72099,24.518,0.912
235.768791,24.787,1.545
235.273015,24.388,1.057
234.540731,25.515,1.682
232.774305,24.986,1.354
231.010504,24.419,0.96
231.417767,24.733,1.204
234.367578,26.09,1.079
234.240275,26.064,0.83
232.752171,25.863,1.521
236.15456,26.371,2.055
235.325148,27.266,1.321
236.746781,28.073,1.589
235.574875,28.212,1.746
213.606593,10.039,1.052
214.542299,10.522,0.868
214.153542,11.261,2.179
215.266373,12.306,1.123
212.959582,11.402,1.956
213.584398,11.98,1.614
213.69343,12.031,1.161
216.303857,12.608,1.766
216.690975,12.979,1.895
217.086534,13.417,1.508
215.570524,13.492,1.306
216.884368,13.651,1.064
217.064889,13.918,1.224
216.926528,14.611,0.969
216.087837,14.223,2.0
215.601815,15.955,1.742
217.037924,16.285,2.085
216.463494,16.402,0.879
209.844978,13.486,2.05
210.941056,14.213,1.016
212.674147,14.152,1.772
211.618647,14.615,1.238
212.152083,15.494,2.115
209.500066,14.045,1.297
210.241992,14.24,1.153
210.760418,14.423,1.125
210.187916,14.547,1.32
210.094323,15.424,2.175
211.22583,16.104,1.972
213.508622,15.076,1.516
214.146547,15.542,1.719
213.294872,15.645,1.884
213.130484,16.09,1.039
212.235675,16.088,1.662
212.947053,17.62,1.379
212.00518,17.516,1.546
215.103839,18.17,1.265
214.233657,18.792,2.195
213.705788,19.321,1.447
219.316152,15.32,0.916
220.585039,15.84,1.882
221.692384,16.817,1.05
220.75138,18.182,1.25
218.386712,16.576,1.522
217.740126,16.703,1.919
218.599899,17.09,1.621
217.900413,17.292,1.065
222.740005,18.609,1.964
222.94069,18.75,1.466
224.378178,19.239,0.855
222.715072,19.267,1.015
223.660333,19.961,2.086
222.938141,21.088,1.86
222.8875,21.183,1.195
216.071652,17.92,0.988
215.216403,20.4,1.849
215.713355,21.065,2.09
219.213232,19.92,1.689
220.102093,20.341,1.454
219.638104,20.748,0.823
219.377325,21.329,1.1
220.41728,22.38,2.045
218.599925,21.832,1.815
217.447119,21.615,0.879
217.97604,22.415,0.978
219.933247,23.631,0.949
218.9631,23.731,1.572
208.250735,15.494,1.92
208.976828,16.441,0.937
209.665719,17.196,1.08
206.926589,17.88,1.799
209.272314,18.302,1.825
210.826907,18.129,0.887
210.421816,18.193,1.652
209.981094,19.709,1.215
210.917303,20.707,2.171
210.797985,20.703,1.717
210.491201,20.729,1.944
204.282229,18.035,2.05
206.759918,19.298,1.105
207.687166,19.805,1.391
205.306064,19.734,1.174
205.718066,21.004,2.045
204.736654,20.356,1.571
205.38922,21.883,1.799
207.697352,20.517,1.562
208.258341,21.106,0.953
209.731174,22.15,1.407
210.163103,22.193,1.992
206.501657,21.732,0.836
205.836087,21.713,1.581
207.11106,22.946,1.371
206.620857,22.626,1.862
208.169722,23.308,1.133
213.862227,21.401,0.884
214.08883,21.421,1.035
214.998751,21.075,1.79
215.267758,21.241,1.838
216.020776,21.77,1.3
215.37801,22.36,1.122
212.007844,21.637,1.074
212.264729,21.84,1.273
212.959808,22.51,1.531
212.008552,22.43,1.255
214.190832,22.634,1.389
213.31733,23.726,1.712
216.946614,23.088,2.17
216.862053,23.64,0.98
216.253011,23.798,1.645
217.37836,24.211,1.893
215.903425,24.837,1.021
216.111687,25.191,1.299
217.185028,25.435,1.305
216.229813,26.777,1.63
211.21562,22.526,1.826
212.304604,24.067,1.559
212.798287,24.205,2.119
212.30997,25.099,1.308
212.199066,25.613,1.939
209.46172,23.869,1.734
210.004226,25.496,0.807
210.457051,26.19,1.433
213.533871,25.536,1.107
213.991067,26.749,1.159
215.221801,27.024,2.122
212.997525,28.524,1.131
212.517823,28.703,1.886
212.694865,28.694,1.273
213.038689,28.795,1.325
213.674546,29.465,0.949
225.534779,20.545,0.944
225.5785,21.232,1.411
224.094457,20.899,0.884
225.14692,21.211,1.502
226.822915,21.816,1.45
223.0613,21.263,1.627
223.389565,23.044,1.96
224.221777,23.586,1.628
227.588479,22.397,1.966
227.144789,22.714,1.189
228.046579,24.398,0.979
227.973908,24.471,1.22
229.219637,23.51,0.988
226.804587,24.752,1.097
225.901432,24.545,0.819
227.928738,25.383,0.838
227.17489,26.176,1.598
227.968232,26.89,1.511
222.279831,22.433,1.234
222.628445,24.923,1.498
221.646201,24.551,1.361
219.74311,24.573,1.397
219.979125,24.569,1.26
221.353233,25.903,1.894
221.615611,26.086,1.476
225.126291,25.571,1.597
225.789181,25.666,1.342
225.267683,25.952,1.096
225.666612,26.317,0.97
224.181851,25.657,2.143
225.6193,27.152,1.346
223.196343,26.462,1.69
224.437544,27.557,1.149
223.708394,27.487,1.887
232.226085,27.563,1.766
232.350648,28.113,1.094
229.69826,26.561,1.375
229.155279,27.31,1.872
230.456248,28.155,1.995
229.949816,28.56,1.874
233.238087,28.187,0.931
234.323727,29.061,1.251
233.48478,29.126,2.094
235.340002,30.386,1.03
232.560717,30.288,1.584
231.46608,30.086,1.723
233.130172,31.754,1.401
233.67091,31.987,1.6
228.957645,30.255,1.296
227.562299,29.895,1.647
225.652927,29.563,1.938
225.905883,29.552,2.175
225.972246,30.109,0.907
227.47219,31.194,1.041
230.96229,30.343,1.169
230.643461,31.343,1.384
229.651671,31.053,0.908
229.787242,32.326,0.826
228.50376,32.711,2.016
229.042058,33.246,1.873
219.405143,25.047,1.684
218.182401,25.994,1.474
220.67624,26.256,1.541
220.772449,26.359,1.266
221.201345,27.074,2.193
221.195612,27.504,0.859
217.630871,26.414,0.84
218.48955,28.003,1.809
217.648169,27.724,1.98
222.985021,28.173,1.115
222.854924,28.397,1.871
222.430988,29.185,1.025
223.222234,29.461,1.545
222.833162,29.432,1.652
222.500648,30.067,2.094
222.480855,30.232,1.321
220.389756,30.521,1.772
222.209899,31.389,2.192
221.368522,31.496,1.357
222.515302,31.867,1.238
222.46103,32.352,1.813
221.708917,32.084,0.907
217.67205,28.662,1.684
216.103329,28.708,1.055
215.727807,28.661,1.723
216.479617,28.984,2.069
218.869838,30.007,1.521
216.947389,29.68,1.345
217.266332,30.647,2.137
216.381525,30.94,1.498
215.74437,30.826,0.852
216.249817,32.074,1.16
219.876707,31.004,1.083
220.367621,32.494,1.237
220.019324,32.482,1.591
221.119795,33.574,2.095
218.331541,32.251,1.128
217.645843,32.507,1.956
219.055882,34.203,2.078
219.542776,35.144,1.307
225.744672,31.335,1.31
225.515778,31.294,1.801
226.03356,31.922,1.422
225.83712,31.971,1.774
227.137518,33.313,1.22
226.24488,33.047,2.115
223.600244,33.837,1.93
227.675679,33.329,1.579
227.527885,34.623,1.347
228.749366,36.59,1.577
226.14805,35.595,1.114
228.341605,36.568,1.733
227.59355,36.514,0.98
228.01647,36.982,1.872
223.307856,34.339,1.671
221.123794,34.217,0.847
223.915301,35.731,2.181
222.58675,35.299,2.17
223.033661,35.496,1.094
221.204969,35.24,1.292
221.589405,36.315,0.968
222.769899,37.309,1.889
221.364571,36.893,1.549
224.283771,37.081,1.797
225.35948,37.676,1.349
226.408427,38.533,1.516
223.76956,37.531,1.194
224.001804,39.1,0.896
223.513883,38.718,0.897
223.696045,38.878,1.015
226.25721,40.132,1.065
224.847478,40.601,1.658
247.873109,19.959,1.482
247.760765,20.254,1.382
249.514348,21.826,1.482
247.933016,21.757,0.891
245.512029,22.052,1.553
246.383076,22.71,2.183
245.91421,23.004,2.022
247.544342,22.775,1.514
248.347188,22.824,1.107
250.978623,23.783,1.305
250.634613,23.635,1.654
251.710281,24.974,1.342
251.652089,25.612,1.891
248.755536,24.442,1.821
248.473469,25.486,1.041
251.153766,25.513,1.259
249.551456,25.757,2.107
249.829129,25.796,1.699
250.839757,26.452,0.834
245.631998,23.309,1.415
246.731521,24.343,1.76
245.433137,24.218,0.972
244.455607,26.402,1.813
244.255046,26.743,0.812
246.842742,26.579,2.115
248.431721,26.975,1.335
246.133788,26.051,1.483
246.261145,26.897,1.7
246.102572,28.125,0.967
247.327054,28.565,0.894
246.870681,29.059,2.01
247.984985,29.329,1.445
247.508483,29.672,1.087
253.602807,25.593,0.964
253.787566,27.095,1.538
254.01778,28.119,1.742
252.109213,27.169,1.498
251.686812,27.612,2.166
252.901489,29.107,2.194
256.052775,28.036,1.302
256.885151,28.398,1.932
257.101465,29.713,1.112
255.016626,30.063,1.521
251.011491,28.972,1.561
249.941262,28.568,1.177
250.277954,28.841,1.886
252.439245,29.696,0.885
251.328907,31.657,1.348
249.678687,31.128,1.563
249.583077,31.453,2.101
250.399455,31.675,1.766
253.67426,30.69,1.019
254.102278,31.768,1.783
252.665042,31.365,1.402
253.568513,33.026,0.844
252.667513,32.9,1.89
252.502243,33.101,1.533
251.58364,32.807,2.177
254.306571,34.263,1.264
241.556551,26.7,1.004
243.351758,27.246,1.63
242.969622,27.858,2.05
241.305756,27.3,1.122
240.119726,27.193,1.974
241.813793,27.885,1.381
241.960022,28.703,0.859
242.595086,28.815,1.468
244.506491,28.269,1.173
243.73557,28.333,1.792
244.999591,30.156,1.775
245.093411,30.494,2.094
243.819255,31.199,1.64
244.883355,31.696,1.35
244.374117,31.85,1.219
244.715492,32.41,2.175
244.899227,32.366,1.474
238.750942,27.642,1.664
238.293369,28.576,1.253
238.149615,28.991,2.168
240.484013,29.423,1.654
237.658623,29.8,1.543
238.189712,29.551,1.274
238.655543,30.365,1.702
237.166533,29.896,1.744
239.288938,31.217,0.937
241.542539,32.102,1.602
244.340684,32.911,0.88
244.231492,33.134,0.9
239.47772,32.403,1.834
241.959024,34.918,1.779
248.976481,32.461,0.967
247.086073,33.971,1.826
250.357921,33.923,1.654
250.694862,34.488,1.131
249.74896,34.113,1.201
251.298242,34.799,1.925
252.083777,35.718,2.045
250.790771,35.312,1.677
250.764532,35.849,0.977
251.125309,36.283,2.141
251.255184,36.524,1.292
249.623681,36.364,1.619
248.203177,35.414,0.818
244.213628,33.52,1.115
244.59164,35.173,1.079
244.672028,35.323,1.619
246.775985,35.863,1.471
244.502567,35.721,0.94
244.239553,35.653,2.089
245.735861,37.435,1.456
248.373792,37.283,1.851
248.905608,39.628,1.334
245.9522,37.408,1.643
245.709217,37.881,1.412
246.866001,38.052,1.136
247.096365,38.444,2.043
248.166599,40.809,0.839
247.986213,41.183,1.0
258.159694,31.754,0.891
260.179746,32.134,1.259
259.620808,32.659,2.101
260.414364,33.654,1.205
260.197249,33.58,1.155
257.179396,31.73,1.77
257.68593,31.988,0.927
257.976161,32.905,1.735
258.715675,33.357,1.522
259.356717,33.528,1.445
258.37829,33.254,1.264
258.798936,35.148,1.527
260.809265,34.436,1.395
262.811305,35.072,1.476
262.618542,35.44,1.662
261.431216,36.397,1.942
256.670536,33.904,1.792
255.94734,35.215,1.6
257.046539,35.611,1.219
257.297395,36.34,0.854
253.87357,35.212,1.38
254.58919,37.228,1.472
256.556407,37.955,1.358
256.188991,38.128,1.363
259.634992,37.691,0.987
258.02985,36.812,1.065
258.248396,37.042,1.819
260.635445,38.707,1.477
260.381403,39.904,1.165
257.903231,37.998,1.849
257.133241,39.078,1.304
258.754652,38.92,1.843
258.841235,40.045,1.978
257.746834,40.545,1.483
264.220359,36.236,1.469
