RAJ2000,DEJ2000,z
144.679305,26.395,1.575
145.959591,28.099,0.826
146.808275,29.34,1.76
124.057605,9.958,1.896
124.262331,10.932,0.951
125.252448,11.94,2.087
124.533576,11.653,1.498
122.090774,11.363,1.638
123.022133,12.793,1.342
122.965252,13.335,1.618
126.900065,13.098,1.575
126.073698,13.832,1.31
126.483182,13.971,1.986
127.965155,13.924,1.063
128.9485,14.481,1.607
127.992199,14.913,0.968
124.390063,14.451,1.316
126.754473,15.907,1.604
121.51925,12.687,1.216
121.85976,13.427,2.125
122.869515,14.003,0.845
123.391497,14.467,0.991
120.572597,14.513,1.21
118.296689,14.34,2.174
118.922393,14.682,1.264
121.197238,14.854,1.077
120.434504,15.97,1.837
124.311893,15.874,0.859
122.808003,16.106,1.539
125.429957,16.898,1.24
124.543869,17.536,1.034
122.965106,16.664,1.856
123.763831,18.356,2.158
124.18759,18.67,1.712
123.50825,18.828,1.016
123.174912,18.799,1.543
129.571592,14.772,1.236
130.265126,17.162,1.571
130.658864,17.774,1.414
126.832686,17.057,1.432
128.524837,17.541,1.741
127.980545,17.839,2.016
132.329024,17.1,1.573
132.231653,17.265,1.988
134.21433,19.062,1.656
131.21505,19.594,1.645
131.513077,20.67,1.073
131.997409,20.625,1.699
127.321682,18.546,0.834
127.206735,18.513,1.325
126.027394,18.477,1.973
128.353432,19.498,1.53
127.235448,19.439,2.097
126.333048,19.529,0.916
126.360889,19.977,1.184
127.401918,20.381,1.674
129.139515,20.535,2.041
128.650838,21.227,1.464
131.926629,22.225,1.62
129.070113,21.961,0.875
127.352162,22.002,1.812
128.061221,22.573,1.66
129.382274,23.845,1.301
129.835906,23.941,1.896
117.950754,14.677,1.408
117.663534,15.249,1.403
118.321227,15.73,0.899
117.226368,15.406,0.93
116.890618,16.697,1.81
117.381392,16.771,0.949
118.854644,17.881,1.53
118.82712,18.005,0.866
118.33321,18.525,0.95
120.360956,18.445,1.118
123.26251,19.099,1.344
123.075866,20.014,1.702
119.330446,20.278,1.877
121.086395,19.751,1.256
120.40238,21.527,1.824
115.762293,17.605,1.138
116.340659,18.359,1.065
114.115809,18.198,1.306
116.757181,19.358,2.023
117.878148,19.438,1.623
116.558873,19.489,1.814
114.425304,18.741,1.607
113.691032,19.809,1.404
113.994481,20.598,1.846
115.879926,21.056,0.892
118.84133,20.632,1.248
117.126273,20.535,1.698
117.058608,20.789,0.867
119.376726,20.912,1.407
119.193863,21.279,2.15
118.258379,23.313,1.7
118.494118,23.964,1.557
117.827215,24.162,1.93
118.029775,24.179,1.951
124.460503,20.574,1.131
125.751737,22.236,2.082
122.793631,21.865,1.76
124.580796,23.798,1.046
126.364167,23.052,1.565
126.035393,23.922,1.514
127.637301,23.966,1.572
127.2398,24.298,1.114
127.309596,26.41,0.881
126.42231,26.199,1.399
120.964065,22.415,1.501
120.913962,22.55,0.899
120.74089,23.727,0.985
123.123429,24.871,1.71
121.317661,24.631,2.04
121.457687,24.872,1.332
122.280998,25.314,1.914
121.736745,25.198,1.799
120.000833,24.137,1.22
118.755444,24.042,1.337
119.889496,25.52,1.688
121.415546,26.287,1.545
120.308429,26.333,1.539
123.734719,24.688,1.394
123.386422,25.016,1.902
123.155937,26.565,1.159
123.701966,26.898,1.451
125.311913,26.128,1.905
125.17558,26.821,1.007
126.102309,26.871,1.682
134.570264,20.62,1.249
133.986988,20.681,1.504
134.009941,20.841,1.159
137.17302,22.102,1.704
134.49803,22.2,0.999
134.116737,22.292,0.892
134.027395,22.424,1.888
135.175898,22.443,1.916
137.594553,23.448,1.072
137.310607,23.737,2.133
138.309921,23.842,1.293
137.692058,24.238,1.787
137.882686,24.538,1.174
139.401193,25.132,1.618
136.821013,25.261,1.644
133.050566,23.264,2.149
131.838227,23.593,1.011
131.997482,23.977,1.716
132.006555,24.06,0.909
132.941122,23.946,1.398
134.31774,25.174,2.16
133.334301,25.583,1.065
131.00096,23.801,1.0
131.310715,23.854,1.189
131.197853,25.07,0.857
133.952975,26.113,1.554
134.295951,26.447,0.967
136.920382,27.288,1.153
135.738489,27.462,1.248
134.631141,27.964,2.041
135.784981,28.797,1.545
139.50598,25.913,1.524
139.388914,26.104,2.191
143.284362,27.219,2.105
141.572879,28.182,1.697
139.519353,26.559,1.037
139.975934,27.531,1.294
140.063297,28.609,1.864
143.485032,28.237,1.18
143.2247,28.183,0.913
144.291679,28.164,1.594
143.292406,28.759,1.856
142.551464,28.853,1.412
144.856063,29.372,1.289
145.168745,30.653,1.395
144.786993,31.189,1.05
142.82055,30.23,1.571
141.989121,31.337,0.941
143.904135,30.687,1.958
143.02906,30.635,1.986
144.272395,30.876,1.705
136.739531,28.405,1.671
137.921638,28.874,1.429
137.857861,29.115,1.336
137.474931,29.012,1.882
139.506006,29.272,1.551
139.811902,29.561,1.693
135.804338,29.226,1.648
136.243596,29.706,1.619
135.827617,30.64,1.057
136.442526,31.32,2.019
137.669966,30.795,1.4
138.653945,31.135,1.283
138.674807,31.317,1.305
137.076084,31.5,1.333
137.120669,31.776,0.855
139.52625,31.585,1.839
142.578912,32.687,1.725
139.554762,32.309,1.559
139.441888,32.779,1.59
140.651834,33.382,2.032
139.893096,34.252,1.242
130.901388,26.92,1.938
131.614305,26.759,1.02
128.587921,27.428,1.36
127.123715,27.793,1.098
129.824432,27.82,1.275
129.796867,29.354,0.866
132.848926,28.744,0.9
134.295258,29.677,1.254
133.428093,30.996,1.673
131.014519,29.138,1.171
130.512239,29.638,0.964
131.217415,30.192,2.102
129.910379,30.256,1.647
131.095715,30.779,1.265
133.428784,31.337,1.414
132.320866,31.264,0.904
132.294956,31.356,1.493
131.162397,31.39,1.454
127.672192,28.394,1.151
125.541386,30.183,1.258
126.227757,31.053,1.582
127.632716,31.269,1.076
126.92337,31.09,1.954
126.420534,32.471,0.931
130.524402,32.763,1.947
130.338023,33.731,1.558
128.236726,33.688,1.718
130.32095,33.821,0.807
136.175572,31.479,1.276
137.320795,33.063,2.063
135.896296,33.016,2.169
133.130536,33.223,0.963
135.092666,33.634,1.113
134.408109,34.047,1.659
135.327297,34.904,1.216
139.003589,34.261,1.722
140.151412,35.317,1.068
139.01317,35.733,0.847
138.028083,35.565,1.175
138.948172,36.407,1.335
136.254214,34.74,1.468
137.482613,35.444,1.835
137.235737,36.486,1.307
132.07888,34.049,1.168
131.877267,34.516,1.696
132.964405,34.973,1.235
133.25941,35.834,1.508
133.466541,35.89,2.09
132.686161,36.785,1.415
132.073793,37.644,1.076
132.340978,38.306,1.656
135.091298,35.786,0.895
135.220317,36.545,1.635
136.613524,37.578,1.165
137.058913,38.244,1.872
136.263011,39.468,1.432
136.492486,39.713,2.096
132.742201,38.152,1.142
134.280183,40.249,2.16
157.258081,21.15,1.93
159.270697,22.092,1.795
158.473453,22.468,2.185
156.091539,23.138,1.135
157.132533,23.296,1.391
160.719667,23.348,0.928
159.758693,23.805,1.723
161.45802,24.919,1.796
158.544936,23.802,1.55
158.783273,23.943,1.181
159.529029,25.141,1.348
158.524277,25.39,1.952
160.890412,26.071,2.067
155.083735,22.706,0.912
155.325507,24.445,2.171
153.416152,24.243,1.506
152.262211,24.65,0.832
152.343538,24.801,1.197
153.700983,25.031,1.65
154.660367,25.003,1.299
154.366629,26.919,1.327
158.118128,25.342,1.063
157.542571,26.038,1.782
159.70866,27.298,1.059
158.076042,27.33,1.568
156.343284,26.803,1.546
156.246402,28.066,1.102
156.055889,27.965,1.542
156.575355,28.407,1.921
163.361322,25.101,1.468
163.85878,25.737,1.431
163.99755,26.158,1.004
162.760584,26.137,1.105
162.232451,26.551,1.278
162.332864,27.077,1.343
161.045161,27.979,1.616
163.356119,27.582,1.86
162.902371,27.569,2.191
162.7821,28.905,2.025
165.898968,27.477,1.131
166.214659,27.602,1.854
166.870692,28.451,1.433
166.634603,29.793,1.281
163.933047,29.986,1.162
164.545472,30.244,1.555
166.36765,31.203,2.087
164.648244,31.481,1.916
159.533597,28.377,2.1
159.132176,28.468,1.441
159.622077,29.174,0.957
160.63131,30.176,1.161
159.593257,29.541,1.38
160.100503,30.019,1.943
159.153358,30.048,1.698
157.713195,29.816,1.65
161.356435,31.338,1.748
162.995584,30.383,1.823
164.323754,31.421,1.784
163.419037,31.228,1.041
163.940093,31.559,1.871
163.401696,32.393,1.526
152.965522,26.688,1.383
153.096303,27.818,2.111
150.257955,26.909,1.823
149.66275,26.788,1.087
150.672364,27.574,1.918
155.050989,27.996,1.716
154.308202,28.309,1.939
153.728338,28.318,1.287
156.57149,29.567,2.127
154.982977,30.02,1.198
152.488823,29.445,1.552
152.449048,30.483,1.877
153.357038,30.452,1.466
153.641214,30.937,0.927
155.348309,31.997,1.421
148.79129,27.902,1.551
148.878513,28.642,0.917
151.55744,29.863,1.058
149.615163,30.18,1.254
147.201979,29.957,1.715
147.758269,31.241,1.449
148.494209,30.656,1.684
147.967648,31.506,1.542
152.795548,31.357,2.066
150.787171,31.465,1.287
152.983039,32.483,1.649
150.536729,32.215,1.365
150.536443,32.675,1.833
151.649788,32.732,1.61
150.42968,33.465,1.352
151.562208,34.347,1.544
151.966846,35.235,1.757
157.5486,30.297,1.567
157.77044,30.372,1.26
158.137325,30.926,1.507
156.890462,31.441,1.765
159.059925,32.44,1.95
156.55238,33.617,1.491
160.707118,33.775,1.313
160.527495,34.545,2.176
158.952586,34.72,1.825
159.440207,34.842,1.076
158.85227,35.179,1.697
159.564854,35.798,2.051
158.106338,35.182,1.458
158.532734,35.885,2.158
160.69832,36.668,1.11
159.694088,36.926,1.805
154.447026,34.182,1.005
155.777035,35.183,1.351
155.973052,35.554,0.829
155.538694,35.324,1.584
156.213619,36.042,1.813
156.119307,36.144,1.616
153.374849,34.791,1.362
153.34423,35.006,2.125
152.842355,36.175,0.861
154.809871,36.773,1.493
154.103751,37.093,1.12
156.578502,37.008,1.242
156.322941,37.309,1.08
160.092605,38.858,2.078
157.58863,38.586,1.431
156.240751,38.063,1.31
157.098354,38.82,1.466
156.713161,39.05,0.93
157.213038,39.248,1.625
158.013743,40.462,1.818
169.742683,31.73,1.942
167.631372,31.191,1.333
168.887308,31.576,1.694
169.893386,32.172,1.261
171.549031,32.789,1.746
169.577881,32.23,1.197
167.552452,32.723,1.566
166.060948,32.805,1.213
169.163326,35.142,1.417
171.618239,33.291,1.553
170.488606,34.272,1.891
171.00353,34.846,2.059
173.408288,36.375,1.268
170.418408,35.731,1.211
170.866255,37.492,1.334
171.560101,37.706,1.925
165.538603,33.317,1.406
166.747468,34.331,1.124
164.719227,34.157,1.715
168.32841,35.748,1.664
166.411829,35.534,0.944
164.002135,34.887,2.132
164.349828,35.346,1.012
165.548945,35.562,1.544
164.802038,35.601,0.923
164.963388,36.502,1.8
164.37828,36.57,1.047
166.438281,36.444,1.668
165.436962,36.375,1.471
166.422641,36.743,1.451
168.061292,36.551,2.132
169.169048,37.733,1.766
169.866029,38.667,0.856
170.047486,39.046,1.383
170.591206,39.621,1.066
166.546804,38.048,2.078
174.671965,36.34,0.9
173.363751,37.19,1.013
174.287277,37.388,1.345
173.744943,38.325,1.781
173.701167,38.342,1.825
173.680062,39.034,1.667
175.399112,40.347,2.166
174.911562,40.409,0.998
173.846965,39.747,0.883
173.594826,39.763,1.439
173.6265,40.13,1.403
174.438689,41.189,1.775
174.141755,41.291,1.242
177.497526,39.234,2.02
177.772006,40.149,1.299
177.010406,41.431,1.411
179.042008,41.381,1.86
177.330503,41.87,1.863
176.136649,41.263,1.055
176.343545,41.234,1.048
175.544024,41.768,2.098
178.148114,43.451,1.073
171.502142,40.8,1.834
171.777775,40.898,1.819
172.457169,41.97,2.183
174.109806,42.758,1.225
173.347846,42.737,1.634
170.049496,42.478,1.172
171.508495,42.318,1.506
172.143723,43.726,1.091
172.793116,43.447,2.021
173.665107,44.236,1.95
175.352892,42.857,1.316
176.157896,43.0,1.021
177.452047,45.0,2.177
174.855855,44.049,1.354
178.605012,46.237,1.394
178.990924,47.119,2.002
163.200822,36.562,1.268
162.096762,36.912,1.427
165.484799,38.758,1.013
163.967061,38.461,1.687
161.578234,37.534,1.605
162.040867,38.554,1.856
161.612706,39.553,1.58
163.102661,40.041,1.983
163.810352,39.515,1.342
163.105466,41.242,1.277
166.331474,39.331,0.909
166.534072,40.016,1.304
166.700811,40.747,1.137
165.436328,40.561,0.9
166.340944,41.352,1.545
167.953598,42.77,1.375
164.321229,42.095,1.592
165.24117,42.726,1.664
166.887653,42.447,1.895
167.144683,42.898,2.026
167.871254,44.112,1.48
160.904285,40.473,1.866
162.294612,42.196,2.141
162.450282,42.938,1.884
159.445476,41.529,1.737
158.646125,42.021,0.856
160.025196,42.665,1.384
161.366471,44.461,1.649
163.280847,42.333,1.7
164.792799,43.161,1.849
163.220992,43.491,1.059
166.910644,44.659,1.681
164.083034,44.77,1.209
164.027202,44.899,2.126
162.956969,44.836,2.113
163.48982,45.42,0.804
166.175351,46.018,0.943
167.083577,47.75,0.965
173.135166,44.632,1.766
173.513157,45.044,0.99
171.680295,44.708,0.851
168.431306,44.885,0.837
172.375304,45.796,2.115
171.932921,46.433,1.367
174.432566,45.525,1.787
174.137825,46.185,1.626
176.770401,47.429,1.491
175.688708,47.483,1.579
178.380637,47.699,1.105
179.903343,49.639,1.272
174.25715,47.991,1.161
173.916559,47.979,1.877
174.55365,48.242,1.755
175.364678,48.78,1.629
178.897224,49.422,1.419
179.420257,49.823,0.837
178.617293,50.055,0.934
179.509491,50.389,1.012
168.477611,45.547,1.251
169.362685,46.221,1.105
173.245474,48.414,1.838
172.361996,48.626,1.49
168.903392,47.403,1.169
168.772568,47.834,1.751
169.267133,47.592,2.064
170.194018,48.822,0.908
172.79517,50.307,1.076
175.754867,49.518,1.527
174.816669,50.178,1.189
179.819594,52.47,1.389
173.291736,50.31,1.719
175.597236,51.575,1.541
177.910864,53.009,1.583
145.989688,30.357,2.08
147.988641,32.583,2.191
145.253545,32.978,2.003
144.157769,32.944,1.728
144.782345,32.974,0.839
145.93063,33.542,1.101
147.532321,34.332,1.605
146.039033,34.813,1.034
148.833549,33.152,1.582
148.459517,33.767,1.159
148.634238,35.161,1.755
150.79668,34.595,0.937
150.999455,34.782,2.031
147.289734,34.667,1.387
148.341578,35.936,1.304
148.160565,36.117,1.484
147.853567,37.37,1.557
143.839366,33.636,1.274
142.929811,34.274,1.405
143.42176,35.112,1.552
142.232552,35.768,0.857
141.514189,36.485,1.55
142.468279,37.073,1.477
142.675046,37.761,1.173
146.415529,36.869,2.18
146.843292,36.899,1.864
145.871237,37.51,1.44
146.445461,37.549,1.777
146.619727,38.168,1.128
147.309774,38.061,0.889
148.125584,38.902,1.021
145.622256,38.692,1.596
146.692442,40.228,1.191
147.133663,40.804,1.442
146.521697,41.098,1.824
152.281982,36.393,2.125
154.108282,38.607,1.269
153.827881,39.211,1.361
150.463407,37.264,1.192
150.848014,38.045,2.013
151.630221,38.773,1.848
151.042785,38.771,1.582
149.664807,38.874,1.231
150.53991,39.386,1.567
151.654408,40.091,1.435
155.516466,40.024,1.903
155.814768,41.4,1.653
157.121141,41.499,1.82
157.434806,41.863,0.864
153.698344,41.351,1.129
154.613126,41.841,1.79
155.56014,43.176,0.858
154.304229,43.109,1.022
148.960178,40.371,0.895
151.564566,42.01,1.581
149.595232,41.256,2.129
147.520459,40.431,1.477
147.279572,42.203,2.124
149.171616,42.202,1.705
150.188282,43.907,1.773
148.495187,42.863,1.04
149.093615,43.243,1.926
149.399463,43.842,1.604
149.81778,44.714,1.009
153.549438,43.202,2.187
153.193068,43.777,1.563
151.943531,44.082,1.23
154.334583,44.588,1.329
154.4452,44.654,1.448
153.46777,44.646,1.928
153.554317,44.704,1.599
153.79508,45.366,1.13
153.075472,46.601,1.751
153.453784,47.028,2.168
141.865908,37.207,1.328
139.691112,36.803,1.743
140.124626,37.966,1.954
141.169378,38.632,1.006
138.722277,38.943,0.919
140.230771,39.702,1.331
140.626571,40.047,1.322
141.149623,40.657,1.563
143.811079,39.183,1.626
142.768539,40.681,1.874
142.306143,40.829,1.309
141.125787,42.079,0.896
143.448971,43.285,2.098
137.910098,39.792,1.681
136.5889,40.202,1.055
136.255999,41.893,1.847
136.410311,43.078,1.423
141.097056,42.35,1.393
141.08964,43.237,2.018
141.204439,43.556,0.839
141.885375,43.883,1.897
140.259935,43.154,1.167
143.468337,45.029,2.199
143.484912,45.551,1.678
142.104437,44.792,1.554
141.92178,45.149,1.485
142.251291,46.03,1.29
142.793428,46.338,2.11
138.479417,44.484,1.883
142.474554,46.602,1.39
140.541319,46.671,1.061
141.337212,46.703,1.259
141.340717,47.679,1.794
147.188159,43.068,1.262
147.984172,43.468,1.317
145.817151,43.245,1.654
145.264354,43.365,1.823
148.664864,44.97,0.841
145.637792,43.856,1.889
146.695333,45.889,0.892
146.040685,46.487,2.151
147.00781,47.307,0.864
149.994934,45.373,0.952
153.216425,47.856,2.131
152.62773,48.161,1.834
151.108916,48.169,1.357
151.268825,49.392,1.616
145.263791,46.449,1.728
144.221295,46.537,1.158
146.823312,49.253,2.171
142.090413,48.492,1.335
145.585017,49.392,1.065
145.684256,50.078,1.645
144.276617,49.535,0.913
144.294354,49.633,1.018
148.815654,49.844,0.934
147.872249,49.585,1.875
149.775337,50.306,1.494
147.724595,51.209,1.569
148.832671,52.755,0.902
157.575658,43.136,1.158
158.773092,43.801,1.167
160.044534,45.473,0.965
161.43907,46.016,1.334
157.144471,44.598,1.652
158.437088,45.437,2.194
156.603023,45.343,1.73
158.000607,45.57,1.63
158.73731,45.788,1.902
158.747468,46.172,1.139
160.019594,47.619,2.183
162.023065,45.435,1.696
163.936671,47.135,1.893
162.471469,46.517,1.004
166.505501,48.07,0.886
164.765791,48.088,1.259
165.591044,48.774,1.597
162.078926,48.842,1.705
162.901974,49.232,0.92
165.366711,49.209,1.001
157.611064,46.345,2.085
159.904829,48.123,1.34
159.946262,48.216,1.895
155.488592,47.376,0.897
156.923472,48.986,1.229
157.641523,49.151,1.726
158.284231,50.223,1.098
165.61689,51.199,1.186
165.983902,51.303,1.178
163.122278,50.593,1.47
160.428942,50.098,1.566
161.841295,51.937,1.517
161.271489,51.948,2.161
164.382949,52.6,1.73
164.732045,54.141,0.901
167.664741,49.372,1.787
168.975735,50.242,1.487
170.444913,50.261,2.071
170.567394,50.674,1.286
171.123132,51.971,1.622
172.37901,52.541,1.056
169.127679,51.532,1.487
169.622576,51.972,1.371
174.631505,52.558,2.078
176.831816,53.209,1.296
176.418,53.504,1.548
177.856598,54.205,1.162
174.055894,53.495,1.673
176.634475,55.173,1.217
179.623013,55.754,1.065
178.486138,56.264,1.366
166.215531,52.682,1.605
170.893124,53.628,1.343
169.164677,54.113,1.522
169.753981,54.376,1.212
171.217816,54.869,1.924
174.915652,55.947,1.86
172.294239,55.351,2.104
175.647946,56.705,2.122
174.082731,56.354,1.017
178.847543,58.12,1.582
175.142958,57.547,0.883
172.295289,57.575,1.816
175.51297,58.409,1.174
179.460816,59.125,1.651
179.127074,59.308,1.854
154.029889,48.698,1.399
155.210574,49.364,1.081
154.529566,50.472,1.75
158.461953,51.752,1.337
157.791042,51.883,1.068
157.460091,52.218,1.956
154.610332,50.576,1.722
154.166789,51.26,1.478
153.312646,50.906,1.895
156.536338,51.757,1.697
155.921804,53.382,0.944
159.007399,51.714,1.82
161.269128,53.394,2.009
162.668507,53.598,1.646
163.627667,55.034,1.416
159.381624,54.484,1.22
161.77289,55.402,1.791
161.449664,56.089,1.475
151.947936,52.012,1.04
152.121509,52.332,1.763
152.604998,52.725,1.667
154.020383,53.742,2.008
155.504608,55.139,2.14
151.354892,54.17,1.588
153.442832,54.863,1.175
155.881592,56.745,1.178
158.384483,56.029,1.128
160.656858,56.261,0.849
163.328114,57.325,1.562
162.719037,58.262,1.39
156.550881,56.283,1.656
157.262344,57.419,1.661
159.981411,59.213,1.197
165.064584,54.423,1.651
167.295998,55.62,0.875
167.926288,56.575,1.55
165.763765,55.761,2.116
164.097528,56.482,1.3
165.502262,57.441,1.288
163.815679,57.327,1.035
167.998972,57.58,1.432
168.258299,58.701,0.936
173.394252,58.866,2.126
174.710103,59.465,1.273
174.931706,59.571,1.404
177.331798,59.642,1.054
177.483674,60.935,1.368
178.020231,60.534,1.935
175.178372,60.816,0.847
176.547178,61.074,1.544
165.058922,58.127,1.785
166.539468,59.4,1.175
163.080594,58.871,0.884
170.190907,60.136,1.872
165.282653,60.003,1.398
165.679248,60.913,2.126
167.793142,61.592,1.724
169.490258,61.762,1.67
171.250884,61.232,1.089
172.632133,61.496,2.021
174.673435,62.166,1.308
175.111159,62.422,1.311
170.688233,61.876,1.405
174.418482,63.014,1.471
176.244546,62.967,1.758
175.480238,63.335,1.003
177.758945,63.534,1.983
175.122781,63.73,1.499
112.272171,20.277,2.012
114.604326,22.159,1.157
112.558149,22.485,1.349
113.047348,23.083,1.7
111.901011,22.82,1.113
112.513857,24.52,1.658
115.790663,23.649,1.841
114.232027,23.301,0.946
115.102187,23.596,1.362
115.152926,23.731,1.092
117.047019,24.083,1.436
115.725792,24.842,1.352
115.002232,24.524,0.861
115.563423,25.948,2.058
110.542281,23.425,1.557
111.189813,23.658,1.774
111.669435,24.014,2.042
111.563279,23.976,1.328
112.07365,24.837,1.64
112.902915,25.179,1.53
112.101256,25.933,1.818
112.6294,28.433,1.071
113.506965,28.687,1.583
112.282846,29.271,1.845
112.103653,29.473,2.092
119.019143,25.799,1.001
120.0301,26.793,0.959
120.138478,26.906,1.433
120.060171,26.949,0.855
119.452701,27.897,1.676
116.482586,26.904,1.465
116.469933,28.331,2.189
118.78308,28.858,1.886
117.546579,29.075,1.579
117.781282,29.615,1.066
122.012602,28.925,2.017
120.08577,28.26,2.182
122.696685,29.635,2.168
122.590094,30.489,1.174
119.478402,30.394,0.89
119.528652,30.45,1.533
119.097901,30.552,1.239
120.679635,31.447,1.13
120.79859,31.535,1.731
120.435991,32.137,1.089
115.237462,28.193,1.339
115.52332,28.481,1.227
114.880809,28.613,0.916
116.667701,30.682,1.774
114.981444,30.497,2.107
115.181925,31.195,1.357
115.111805,31.74,1.475
118.855758,31.714,0.929
118.87472,33.42,1.393
116.989386,33.939,1.274
118.358145,33.871,1.382
117.512311,35.04,1.766
111.098287,29.661,1.645
110.998939,30.778,1.533
108.891917,32.664,1.891
108.713327,33.786,1.642
113.154953,31.259,1.102
111.638909,31.646,1.413
112.36609,32.471,1.443
113.281531,33.0,1.583
113.384137,33.193,1.266
110.839695,31.797,1.871
110.302327,32.429,1.78
112.294008,33.278,1.706
114.550423,34.306,0.99
117.078178,35.382,2.012
116.377803,36.452,0.891
116.921411,36.947,1.322
113.984167,36.287,1.161
113.61407,36.718,0.94
115.257976,36.456,1.969
110.180194,34.228,2.093
109.495613,34.173,1.382
108.812132,34.422,1.223
110.97077,34.619,0.867
110.262983,35.134,1.52
109.786475,35.594,1.039
110.851015,36.124,1.413
110.928766,36.473,1.747
107.849607,34.924,2.134
108.243105,36.027,1.378
109.607183,36.224,1.791
110.579561,37.617,1.912
112.568682,36.791,1.604
111.870429,37.888,1.272
113.881489,38.21,1.778
114.036932,39.633,2.077
111.90314,38.368,1.463
110.601831,39.044,1.132
111.08116,39.399,1.62
113.113606,39.89,1.329
113.001695,39.998,0.978
111.755664,40.457,0.807
113.000323,40.95,1.18
124.494316,30.808,1.431
125.552336,32.002,1.589
121.751883,31.98,1.531
121.800285,32.906,2.1
122.119902,33.449,1.049
127.403663,33.694,1.172
126.184125,33.875,1.354
127.768575,35.234,0.979
127.676404,36.49,1.53
124.812747,34.96,1.894
125.096288,35.105,0.831
127.573607,36.85,1.634
120.489969,34.229,1.871
120.516071,34.377,0.896
119.950067,36.35,1.677
123.718766,37.547,1.228
124.164671,38.488,1.08
121.782013,37.863,2.091
122.852809,39.049,1.217
124.384431,40.308,1.118
122.692987,40.29,2.066
124.086145,41.164,1.656
129.561216,37.216,1.138
130.275201,37.544,1.979
128.564492,37.106,1.8
130.86204,40.093,1.104
128.273907,38.016,0.829
127.737188,38.366,1.312
126.94483,38.564,1.296
127.133726,38.557,1.08
127.938227,39.27,2.099
130.252773,39.939,1.183
130.060421,40.385,1.697
129.826424,41.297,1.567
134.368493,41.913,1.178
133.059049,41.362,0.932
134.191062,42.514,1.604
133.267331,43.046,1.023
131.667596,42.176,2.11
130.916353,42.209,1.232
132.259174,41.953,0.829
131.31163,43.953,0.809
126.85261,40.38,1.44
125.724642,40.682,1.308
125.958241,41.73,1.225
126.086033,43.985,1.094
131.105721,43.975,1.459
130.498385,44.47,2.05
130.896997,45.209,1.57
129.96791,44.511,1.731
127.196056,44.973,2.129
129.472166,46.0,1.143
129.291482,46.411,1.705
129.037007,46.632,1.456
128.792532,47.872,0.939
117.036566,37.032,1.044
118.922627,37.862,1.857
120.279572,39.116,2.161
119.227163,38.904,1.431
116.991108,38.667,2.077
118.405235,39.739,1.306
117.034824,40.176,1.663
118.220765,40.545,1.579
120.484605,39.323,1.548
122.060716,40.5,1.849
121.484557,40.496,1.294
116.789208,41.497,1.004
117.375979,41.633,1.421
114.282306,41.916,1.581
113.656944,44.107,1.502
118.00404,42.741,1.95
118.519775,43.166,1.041
116.99617,43.39,2.084
116.992186,44.463,1.708
119.65669,45.139,1.47
119.303678,45.36,1.253
115.092538,45.141,1.281
114.382207,45.149,1.861
123.978344,42.956,0.894
122.888001,43.922,2.036
123.419362,45.334,1.539
121.820026,43.933,1.239
123.42811,46.696,1.841
121.931579,47.579,1.709
127.144693,47.381,2.179
127.933268,48.025,1.208
127.163129,48.002,1.973
124.478696,47.652,1.067
123.901019,48.237,1.36
120.163252,46.939,0.968
119.934545,47.346,1.85
117.736653,46.771,1.462
118.073317,47.297,0.867
116.344938,47.924,1.695
116.623549,48.401,2.182
117.502301,50.224,2.0
118.502683,50.437,1.537
117.827609,50.545,1.853
122.812962,49.246,0.815
120.433763,49.775,0.923
121.68875,50.229,1.516
123.520168,50.067,1.644
122.351557,50.432,2.118
123.181282,52.206,1.769
120.842655,51.072,1.357
120.153641,51.843,1.161
120.798196,52.269,2.023
121.223112,52.636,1.026
107.569941,36.59,1.911
108.292524,37.595,1.055
108.779207,37.914,1.045
109.060418,39.345,2.1
112.08027,41.838,0.89
109.909516,41.757,1.488
110.854642,42.213,1.94
110.905602,42.618,1.323
110.179224,43.234,1.88
111.957165,43.734,0.913
110.58121,43.296,0.809
113.0666,44.6,0.872
112.608145,45.523,1.423
109.435923,44.136,1.746
110.563226,44.418,0.955
110.222522,47.301,1.645
110.200407,47.557,1.653
109.581606,47.302,1.291
113.461246,46.33,1.047
112.936188,48.671,2.162
113.782251,49.293,1.068
111.85931,47.021,1.677
111.911083,47.546,1.467
110.242275,47.754,2.11
107.626002,47.365,1.815
107.73616,49.005,2.177
105.581978,49.023,0.96
106.262581,49.073,1.14
105.254347,49.997,1.682
105.059563,50.305,1.802
108.724921,51.092,1.293
108.113371,51.625,1.168
106.172129,50.043,1.464
104.960225,52.07,1.496
107.523678,52.084,0.866
106.557893,52.187,1.234
105.800382,52.448,1.08
105.334482,53.325,1.824
115.870205,48.588,1.557
115.416448,51.297,1.887
113.516448,51.602,0.841
111.881644,52.232,1.898
114.659862,52.862,0.938
113.813367,52.86,0.985
119.249409,54.127,1.45
119.08908,54.132,1.257
115.386677,54.676,1.599
115.044855,54.788,1.844
113.629682,55.308,1.317
115.574712,55.446,2.184
115.792668,56.44,1.512
109.335163,53.498,1.633
111.291757,54.3,2.15
109.905057,54.28,1.326
110.47366,55.322,1.951
107.905982,52.958,0.879
106.924799,55.079,1.638
106.016268,54.926,1.542
111.369606,58.584,1.387
108.783509,57.765,1.046
108.874881,58.892,1.973
108.414433,60.107,1.695
103.95385,52.072,1.45
103.403432,52.493,1.956
102.983245,56.195,1.165
