RAJ2000,DEJ2000
60.06598,-18.3123549
60.0660294,-2.4750978
60.0671667,12.72825
60.068032,-27.5561773
60.0689927,-27.4439823
60.0695594,-16.1699581
60.0698043,-38.5376609
60.0701945,5.4391389
60.0703958,12.2881834
60.0707018,-18.198785
60.0726079,-5.2029663
60.0727223,53.4471389
60.0736667,13.8184723
60.0740582,43.9655468
60.0743494,-10.2845665
60.0754161,-25.9870309
60.0762422,-68.5973421
60.0779888,-6.0100362
60.0781134,-40.5103987
60.0788806,-41.6533822
60.0792664,-41.1492769
60.079382,30.6892736
60.0802305,-22.9400398
60.0804865,-9.8501253
60.0807867,-56.1721519
60.0808733,4.3505178
60.0820278,4.7195278
60.0823135,-45.1366016
60.0824151,5.0374431
60.0825834,-38.2131945
60.083123,31.5221431
60.0833882,-60.1104058
60.0834633,-67.5958094
60.0836999,-12.5890681
60.083919,19.6913323
60.0844789,-21.2331124
60.084562,63.2620406
60.0849604,-42.7101224
60.0855332,-10.6947789
60.0855851,-34.8773867
60.0856407,-0.2585327
60.0866932,-81.1239281
60.0867131,-53.1193958
60.0871044,-13.8548446
60.0879455,21.7546866
60.0883417,49.0422601
60.08844,-42.0466968
60.0888506,42.6300438
60.0897024,-7.0161413
60.0899674,26.4689679
60.0901856,19.2740532
60.0902668,-53.833035
60.0906821,-55.9147188
60.0910753,-71.9414016
60.0930935,-25.4934076
60.0933553,-6.8246271
60.0935508,-21.2693878
60.0937502,-23.6046442
60.0938753,-32.8747518
60.094131,-28.6151121
60.0954268,43.8640882
60.0955068,10.9963665
60.0956179,10.2910617
60.095727,-47.567867
60.0960556,-60.6428004
60.0963315,19.3888779
60.0968986,53.6324593
60.0970052,-30.1683295
60.0976054,-59.1767181
60.0979227,12.0353594
60.0991021,-43.7360897
60.1001233,0.8864283
60.1009099,-41.7072345
60.1014603,19.1048063
60.1017322,-50.1440385
60.1017901,42.6729369
60.1021017,-6.6370409
60.102206,9.8193191
60.102302,-57.3541147
60.102305,42.4943642
60.1023301,-47.5346435
60.1026536,-13.5300396
60.1026599,-40.9968947
60.1027938,-48.6219185
60.102881,-48.8462631
60.102894,-33.5958049
60.1047924,-25.6011091
60.1048987,-31.9959299
60.1054952,14.565598
60.1057136,-77.7142155
60.1065072,-28.5610764
60.1071658,-49.1527529
60.1083734,0.1101398
60.1086618,-26.6165527
60.1091486,47.362004
60.1103814,-23.758307
60.110484,13.1972871
60.1119403,-40.5886197
60.1126343,-15.7480209
60.1137033,0.3426777
60.1137047,-83.9298846
60.1146486,51.0826723
60.1153081,-31.1935644
60.1153762,82.4354754
60.1154235,-19.5346874
60.1161175,-49.4907502
60.1162535,-54.5232718
60.1170597,-4.0503772
60.1171458,-78.7941402
60.1174183,-52.3831564
60.1182023,-41.1401454
60.1184789,14.3308045
60.1186347,-61.7341338
60.1191894,-45.8678874
60.1201779,-39.3429628
60.1214475,-21.1025561
60.1215369,-30.215109
60.1220805,-27.9206558
60.1224371,-40.6841328
60.1235919,-2.139074
60.1239873,-14.3484469
60.1240169,1.364027
60.1252877,-71.5584414
60.1258381,1.9264135
60.126079,-7.022035
60.126603,-38.2425678
60.1269828,-26.4009638
60.1269931,30.3869934
60.126999,-5.555353
60.1272233,77.7459391
60.1273802,2.502977
60.1276434,27.9115312
60.128328,-20.8932933
60.1289698,-30.5833496
60.1293334,0.2585278
60.129682,4.3235315
60.1303803,-25.5408171
60.1304415,-23.3530635
60.1313922,-19.4147063
60.1322987,-18.2143125
60.1325459,-39.7206763
60.1329351,-54.827263
60.1329477,-37.443154
60.1333009,-47.8095609
60.1333255,-64.7315778
60.134034,-20.0252961
60.1343994,-6.6957886
60.1347103,20.9537456
60.1347634,-3.8228015
60.1348005,-51.8052152
60.1349042,68.989229
60.1366602,78.6819155
60.1372178,-43.401359
60.1372756,-41.1224979
60.1376333,-66.1433915
60.1376514,-16.8164635
60.1383017,29.2301568
60.1383554,-26.8145914
60.1384695,-33.6948938
60.1396424,-15.7202519
60.1396766,83.7808387
60.1397963,-39.0088402
60.1403412,35.1035929
60.1403539,-66.6699353
60.1407042,-42.5224538
60.1411971,25.2844394
60.1415894,-63.6088671
60.1431112,-58.7643889
60.1433612,-31.7691945
60.1433889,-27.2341389
60.1440394,1.5715805
60.144751,-65.9269708
60.1449377,-21.0502193
60.1452756,-42.7813429
60.1460003,-70.8563606
60.1467719,-69.0168791
60.1477891,0.0441292
60.1482185,-59.2453833
60.1486818,-74.3682365
60.1489462,-50.3108782
60.149373,6.1311667
60.1496842,-45.2585183
60.1497144,-0.4756169
60.150473,-9.0667801
60.1505,-33.09825
60.1508321,2.521018
60.1513735,-47.4099781
60.151594,-72.2636037
60.1517587,-33.0467542
60.1522333,25.060489
60.1523525,-20.2193434
60.1525995,24.3803077
60.1537565,-41.8060443
60.1541551,-60.7487595
60.1542634,-18.6075732
60.1542971,-50.6682809
60.1549069,-58.1794436
60.1549624,-70.9838678
60.1550123,-48.334758
60.1552908,-50.1296935
60.1553687,-51.7873632
60.1558125,-23.8985902
60.1564729,10.8847679
60.1571092,-24.4758385
60.1571792,-61.7667521
60.1576104,-40.3064692
60.1578586,-2.0357793
60.1580486,-48.4532396
60.1582749,-8.4228161
60.1584425,20.5126604
60.1587668,-1.9103393
60.159846,-51.1487613
60.1610219,-5.1524112
60.16178,-8.302788
60.1618438,24.6555759
60.1622579,-20.9882578
60.1627777,-77.6731469
60.163241,27.0865306
60.1635329,-35.2153148
60.1636403,-27.6703661
60.1641992,-13.5951724
60.1642639,-50.9670885
60.1645517,-39.6860719
60.1658342,-11.0435008
60.1661733,35.1423705
60.166246,-45.0250854
60.16625,-11.8945
60.167046,5.5203351
60.1683123,-45.1248
60.1689623,73.3748906
60.1691389,-52.7415556
60.1696667,-67.5524445
60.1703654,-47.7489346
60.1709178,33.6012968
60.1711927,-10.3273879
60.1714764,-24.1162359
60.1715637,-34.6910131
60.1718326,-77.7019512
60.1722569,-27.4690418
60.172594,34.5347214
60.1729114,-52.8242028
60.1731828,-64.0216075
60.1744214,-44.9905539
60.1746915,-72.6904259
60.1751417,-42.2749076
60.1763162,-66.5799938
60.1767679,-55.7842367
60.1769481,0.8043657
60.1771207,-41.857657
60.1785588,-29.7407279
60.1787975,-2.2540218
60.1790248,6.0923762
60.1791408,10.3701356
60.179375,-50.8240218
60.1794883,-7.6272239
60.1796995,-59.4661025
60.1814073,-55.5782503
60.1817106,-15.1781067
60.1821389,-69.9548334
60.1822456,26.0624662
60.1824914,-14.6006249
60.1829205,70.5895409
60.1829577,12.2181783
60.1838187,19.9477228
60.1844545,-38.3579399
60.184821,-4.3250147
60.1848928,-27.541082
60.1853334,-22.9515556
60.1853918,-55.92805
60.1854003,17.9923022
60.1863459,-12.1064521
60.186752,68.0994471
60.1868151,14.4893431
60.1874437,-29.2016938
60.187913,-55.552002
60.1880658,59.7013695
60.1886278,-23.8386653
60.1891366,-43.1794965
60.1894899,40.6603816
60.1896155,-53.2333942
60.1896674,4.1477931
60.1900099,-1.0567892
60.1906389,-49.8458889
60.1906578,-66.0047214
60.1908023,26.3204638
60.1911259,-17.7089684
60.191853,-28.0884266
60.1919068,-41.9678418
60.1919742,-34.4077301
60.1923215,71.7530223
60.1927711,-43.3487081
60.1932359,79.3731673
60.1935696,30.7170988
60.1936094,-51.8506494
60.1939954,-42.3581984
60.1941724,-4.9472737
60.1943012,-16.1525013
60.1943889,12.0877778
60.1945675,-26.5554836
60.1955384,-40.3642606
60.1955612,-64.6322657
60.1955967,34.6504092
60.1960619,25.989058
60.1979142,16.1622956
60.1983955,-40.7697279
60.1987805,-44.4860874
60.1988524,67.4961485
60.1993767,-29.2640713
60.1996233,-15.8934175
60.1997582,-31.686614
60.2005022,-18.3229011
60.2007573,-14.454003
60.2013291,20.0021939
60.2014892,-9.9683796
60.2017059,-27.8836682
60.2021189,-40.8517485
60.2021504,23.7962409
60.2025591,-52.7738491
60.202617,-34.7397548
60.202717,-15.8771595
60.2028334,-0.0930556
60.2035911,-33.9551553
60.2046716,28.9798072
60.2050702,42.910815
60.2053661,-58.9072134
60.2079757,32.0762928
60.2084573,-7.186456
60.2086564,-47.7251884
60.2090978,-48.6160497
60.209527,-39.7014739
60.2095457,-69.7858505
60.2102232,-14.2666892
60.210417,-7.3649338
60.2104358,19.673887
60.2109763,-30.5611135
60.2117754,82.6295658
60.2119268,12.2086937
60.2120337,-47.2882946
60.2120378,4.7555302
60.212094,-61.4989789
60.2121611,11.2676703
60.2124665,-31.8818301
60.2127564,-15.9415562
60.2127928,-52.7730564
60.2129114,78.6574152
60.2133027,71.6638751
60.2146399,-58.5495493
60.2147135,-49.4602117
60.2148255,-75.9558241
60.2148718,-34.8989087
60.215016,17.8151804
60.2151645,-58.1513956
60.2151667,32.2050556
60.2154874,33.2242981
60.2166521,6.5006141
60.2168259,-57.3055932
60.2178494,82.7243976
60.2188118,-71.4356637
120.0000822,17.5044239
120.0002318,15.3905962
120.0004701,44.6538545
120.0005834,32.1028056
120.0006588,42.0350893
120.0009396,24.3856309
120.0009531,52.7408536
120.0011945,46.0696112
120.0011953,33.6693604
120.0012364,26.2589492
120.0013073,34.9681646
120.0013099,23.2633389
120.0014362,30.928805
120.0018635,49.244811
120.0020869,77.0906199
120.0028365,40.7632337
120.0029287,48.2060567
120.0034648,38.3259311
120.003775,39.3537216
120.0039965,12.4085633
120.0040975,37.0861722
120.0041536,44.5777943
120.0042785,42.8031408
120.0043056,57.9483334
120.0043234,33.0937622
120.0044598,26.6658399
120.0047026,45.5912115
120.0048745,39.2495357
120.0049267,25.7014342
120.0050967,43.4879962
120.005493,47.027328
120.0057194,49.3629469
120.0062878,43.1866917
120.0063721,18.4562136
120.0064556,36.6790616
120.0066607,52.9990543
120.0067329,0.7728158
120.0067418,-11.8021526
120.0069144,29.259187
120.0069891,30.3700276
120.0073735,28.8412625
120.0074005,17.4375191
120.0074728,33.219479
120.007486,46.9086723
120.0076014,25.2226586
120.0076252,-6.1800325
120.007645,53.8059111
120.0076538,11.037773
120.007971,43.2451109
120.0084069,42.7841809
120.008507,-67.4009933
120.0091557,0.9718185
120.0092069,22.0427218
120.0093861,35.2120317
120.0094312,45.179997
120.0094319,18.1401371
120.009447,26.8804924
120.0097985,24.4489961
120.0098465,22.1446519
120.0099595,5.768829
120.0101264,39.4440715
120.0101389,42.895
120.011292,-1.4471204
120.0115011,40.9909023
120.0117073,44.003176
120.0120927,23.4730592
120.0121227,27.2909457
120.0123389,14.8818129
120.0128283,13.3112694
120.0129074,37.9106974
120.0130662,9.7363428
120.0131645,35.8200181
120.0134531,36.4950507
120.0134885,16.8789814
120.0138036,9.5477554
120.0138146,-16.672625
120.0143274,50.5530518
120.0143769,31.7418021
120.014749,-54.8504593
120.0152464,25.7979633
120.0153583,45.9052877
120.0154589,24.7713133
120.0154876,28.0438702
120.0155015,25.3182182
120.0156942,16.4933042
120.0160044,7.4425557
120.0160413,34.9872387
120.0161037,15.3668533
120.0161692,29.9999033
120.0162849,42.2147885
120.0163343,28.8534236
120.0163616,36.4195625
120.0164173,30.6203356
120.0167778,23.3934167
120.0167999,32.9758659
120.0168768,23.4378477
120.016885,28.5809191
120.0169724,43.3350372
120.0169895,36.9710014
120.0170414,-56.2570354
120.0171476,62.1705583
120.0171745,73.4223217
120.0174899,46.9100117
120.0176531,61.9205696
120.0179017,5.6328018
120.0181695,-78.3122179
120.0182508,35.0883663
120.0183056,23.4195834
120.0183839,18.870766
120.0185494,44.4242859
120.0187026,50.8208172
120.0188612,12.8568334
120.0189354,18.8264314
120.0195556,35.9434723
120.0198824,30.4015612
120.0201473,31.5646838
120.0207192,13.0040027
120.0208764,59.1581945
120.0210115,-73.5397669
120.0210878,47.1735998
120.0212088,29.3042083
120.0213889,11.0566389
120.0213966,49.3266968
120.0216693,35.7548381
120.0217104,35.2494629
120.0219906,11.4523342
120.0220942,21.8375558
120.0223353,41.9327539
120.0233061,53.7162823
120.02381,40.871356
120.0239125,55.3988445
120.0240924,-48.7429753
120.0244801,25.9590454
120.024572,-1.9310613
120.0247115,14.2605887
