RAJ2000,DEJ2000
120.024823,21.527115
120.0249374,14.1357996
120.0251667,45.258
120.0252371,38.1650529
120.0253526,-7.7504781
120.0254602,39.0301935
120.025603,-58.3445671
120.0256403,32.6169569
120.025684,12.9116421
120.0259287,58.0109977
120.0263152,39.4505904
120.0263725,-84.4571615
120.0263778,44.5987798
120.0263867,36.2699756
120.026517,45.9689634
120.0269481,34.1347115
120.0269644,50.7871019
120.027477,26.8485288
120.0275483,39.5461946
120.0276507,43.871653
120.0277764,22.5406816
120.0279207,43.7104085
120.0279485,45.8088849
120.0281389,15.3694445
120.02822,38.208684
120.0283735,33.5438773
120.0285375,27.0842147
120.0288297,18.6284273
120.0290391,23.7468468
120.0291845,30.2996701
120.02919,10.834021
120.0293817,26.567982
120.0293837,36.0242842
120.0296063,8.6988371
120.030155,25.3721663
120.0302065,38.3360158
120.0302695,14.2835351
120.0302766,50.7934146
120.0309167,26.4847223
120.0312732,-67.4943582
120.0313725,20.9065494
120.0314098,51.1266118
120.0316124,26.648836
120.0317567,55.1658374
120.0317737,27.1113692
120.0318798,23.6768051
120.0325544,9.9198687
120.0330326,41.1820876
120.0332784,-20.9936958
120.0333075,28.7599033
120.0334265,5.0107031
120.0335353,9.7901571
120.0336522,50.9921137
120.0337043,10.0599545
120.0337918,47.6268898
120.0338655,-65.5295668
120.0350065,18.8023003
120.0353063,24.7587688
120.0354872,43.8995048
120.0355021,40.5064069
120.0356976,25.6324111
120.0357346,7.7710329
120.0359793,15.1718463
120.0361884,45.3792308
120.0364949,-10.1170484
120.0365968,29.1383828
120.0366104,32.6540199
120.0367294,12.8448467
120.0369024,18.1429133
120.0370982,39.9728957
120.0371413,44.7403342
120.0382479,43.556928
120.0386558,-8.9843211
120.0388284,-82.9510159
120.0403382,45.8265335
120.0405933,36.9049211
120.0407859,51.2528503
120.0407887,24.316291
120.0411096,16.2863807
120.0412878,3.1409842
120.0414881,34.2601232
120.0415214,-71.7838653
120.0415482,16.9193217
120.0415855,19.9886233
120.0416273,38.5456774
120.0420556,36.2235556
120.0421771,34.6544622
120.042255,14.7251794
120.0423775,-75.2743188
120.0424433,26.0689679
120.0430286,13.0440754
120.0430312,42.1774648
120.0431758,-38.8018062
120.043187,-14.7335646
120.0434874,48.5991284
120.043523,10.1883814
120.04372,56.4659495
120.0437249,30.8450553
120.0437313,10.3973095
120.0438698,34.0834223
120.0441316,52.096387
120.0445162,6.6023264
120.0445198,54.1704945
120.0446016,31.415836
120.0446422,22.2862392
120.0447595,21.6742223
120.0450363,30.6711616
120.0452129,44.5468085
120.0452321,-24.9250219
120.0454483,-75.0993836
120.0454736,32.0727892
120.0455608,39.876208
120.0456034,18.8641443
120.0457949,52.8867824
120.0459174,22.0764967
120.0463234,64.9728302
120.0464026,0.2889562
120.0464917,57.0271856
120.0465878,37.8583826
120.0466189,30.529973
120.046837,25.0408161
120.0468531,-0.7303916
120.0468766,34.8136984
120.0474881,42.6972249
120.0476648,38.0667556
120.0478418,51.7330761
120.0481481,-74.9132241
120.0483003,21.740696
120.0484786,49.5933863
120.0485659,45.8851748
120.0489316,13.3269575
120.0490782,18.25548
120.0490834,26.6780278
120.0498082,44.4067526
120.0498447,63.9549203
120.05,11.1245834
120.0503494,25.9787738
120.0504901,-17.6215423
120.0505066,23.9114776
120.0510333,38.6392802
120.0512051,50.1873984
120.0512115,36.9559252
120.0512553,24.3038417
120.0514452,49.4554345
120.0516992,-15.4415141
120.0518519,11.8791314
120.0519756,48.4255267
120.0520488,40.9505855
120.0523501,-66.5588156
120.0523819,-77.7290628
120.0527175,31.428979
120.0531144,-13.3384265
120.0532806,42.7049936
120.0533702,54.5067561
120.0541288,22.2611907
120.0543831,37.6219788
120.0546048,48.3830478
120.0551108,15.4362382
120.0552328,46.5059749
120.0554138,39.6140589
120.0554828,6.9958438
120.0555453,11.2241017
120.0555589,32.8749216
120.055769,8.3747957
120.0558445,25.3873264
120.0558617,19.2725772
120.0558662,24.5827377
120.0558876,-19.0920292
120.0560053,44.2304794
120.0564739,-60.8780072
120.0566363,-20.191132
120.0567142,47.7364039
120.057796,35.9753451
120.0579541,13.9314255
120.0580023,11.956729
120.0581109,-43.3483849
120.0582525,13.4022935
120.05907,36.258569
120.0591498,-20.036606
120.0599942,51.0746595
120.0600311,22.1218281
120.0601581,32.2760338
120.0607778,47.7609723
120.0609439,24.300338
120.0610268,22.5503841
120.0612387,22.3802696
120.061255,21.84646
120.0615213,51.6115169
120.0615708,-66.8324252
120.0615834,42.9624167
120.0616471,30.3067371
120.0616723,33.9377137
120.0616908,35.335392
120.061797,11.4448518
120.0618855,26.7351705
120.0620642,27.3433504
120.0622595,26.1349041
120.0623553,9.7378682
120.0624119,41.3570284
120.0627627,19.73324
120.06319,18.9208695
120.0633198,42.6116743
120.0634137,35.7780849
120.0635687,47.9106369
120.0636335,12.8253954
120.0637863,27.2027194
120.0638144,21.9962242
120.0638155,40.5661573
120.0638543,26.5732645
120.0638581,25.1607698
120.0639144,-9.0880295
120.0640479,53.4340342
120.0640837,11.9343825
120.0641985,25.2699501
120.0643142,15.1364302
120.0646925,56.185368
120.0650999,19.2132506
120.0651607,51.4055278
120.0659179,11.2081379
120.0660517,26.0415215
120.0661466,50.5920101
120.066177,53.6721528
120.0661945,7.4759723
120.0663609,42.3473418
120.0667603,21.6959093
120.067102,40.4987989
120.0676194,52.5955043
120.0676333,43.3978053
120.0676898,-84.6118188
120.0679661,30.2656755
120.0681229,8.8005762
120.0681557,46.7938814
120.0683947,33.0041764
120.0688646,54.1051873
120.0692122,34.6471229
120.0695076,28.7228914
120.0696715,42.4550179
120.0696863,42.60059
120.0697228,33.832661
120.0699306,55.1529737
120.069956,5.1257829
120.0705095,49.5729144
120.0705162,20.9305893
120.070547,-14.4327021
120.0705579,11.0472805
120.0710897,43.1856895
120.0711106,36.0649596
120.071185,0.3844772
120.0712567,26.4128132
120.0715498,52.3935191
120.0715991,42.8490612
120.0717937,26.4916241
120.0722837,31.8287055
120.0725313,6.8906158
120.0726985,-7.5430205
120.0729342,-85.7138292
120.0730587,37.0498715
120.073161,29.2262379
120.0732778,11.1629723
120.0733082,5.4107492
120.0735306,-39.1050571
120.0738551,-74.7513201
120.0740382,43.7573086
120.0746419,72.6812565
120.0751379,51.5922978
120.0753451,49.9559055
120.0754566,6.5109139
120.0757032,42.5122188
120.0757504,39.1515279
120.0758123,26.739203
120.0763161,25.9428265
120.0763962,29.6904161
120.0772903,22.3043419
120.0775777,36.0900915
120.0776155,50.1508684
120.0780727,37.9088906
120.0780772,25.1197409
120.0781072,47.5802975
120.0781865,36.2791657
120.0782892,16.7658559
120.0783874,-38.827711
120.07849,52.4570219
120.0790455,27.0217137
120.079247,-62.086583
120.0793473,29.3775562
120.0794549,7.5672281
120.07957,18.59904
120.0796036,12.2287375
120.0796496,60.0617253
120.0796599,55.1785812
120.0797332,21.0808036
120.0798703,37.7162578
120.08028,50.636827
120.0806714,35.9221902
120.0808412,34.3911902
120.081509,50.7425656
120.0823602,26.7014341
120.082599,43.0994996
120.0830101,34.123761
120.0830976,75.8230624
120.0831967,23.5923181
120.0834689,-60.8415194
120.0835166,27.137202
120.0835182,38.0228891
120.0840829,-9.1934441
120.084275,31.903911
120.0842965,30.0511992
120.0843514,37.6424619
120.0848761,27.715911
120.084911,60.9979667
120.0849762,23.5684617
120.0850638,-18.2158606
120.0851299,44.3096878
120.0852218,21.5623293
120.0856834,33.6791786
120.0858056,7.7753612
120.0864743,-9.7695542
120.0869331,33.7843408
120.0871322,45.359495
120.0871618,68.6935481
120.0874195,26.6135094
120.0874768,22.6673112
120.0874841,-63.7153708
120.0881689,14.561905
120.0882142,21.0489167
120.0882721,4.1732736
120.0882771,44.5115491
120.0882998,-84.4071973
120.0893612,26.5855834
120.0894159,-41.3215281
120.0897632,36.0424679
120.0903442,24.1155236
120.0903583,-5.4060292
120.0904577,58.9677258
120.0905894,19.0702108
120.0908439,30.1997945
120.0909086,28.1705911
120.09092,10.282618
120.0910298,55.3589293
120.0910786,27.4169202
120.0911157,33.8619232
120.0915094,25.3444777
120.0915346,41.5583422
120.0922179,36.3483818
120.0922611,42.2538191
120.0926357,21.1016276
120.0926617,42.380693
120.0928817,49.4647334
120.093016,46.5111565
120.093189,21.8465798
120.0933917,11.4263584
120.0935313,3.1733796
120.0938435,52.5450467
120.0938913,45.2037351
120.0940389,25.4195428
120.0942849,55.0775282
120.0944982,65.7172329
120.0945003,35.5911281
120.0945023,7.6636802
120.0945392,26.8648463
120.0945475,18.8401801
120.0946843,41.3845229
120.0950005,29.8997769
120.0950695,-72.8727455
120.0953156,40.2124333
180.000182,10.6853338
180.0004587,-2.4764723
180.0007268,65.127813
180.0008056,44.8186933
180.0009614,50.709066
180.0010815,46.7102075
180.0013947,31.6075063
180.0014535,35.280351
180.0015101,3.3514772
180.0015463,56.2176525
180.0020743,13.7664252
180.0025563,50.416661
180.0029344,45.3518943
180.0031139,34.6964238
180.0033841,42.1295358
180.0034723,6.3289445
180.0034794,4.6301728
180.0035371,8.510402
180.0038053,41.902199
180.0044826,55.2913768
180.0045682,-25.4108234
180.0046667,-1.4480834
180.0048339,45.2649323
180.0049987,-14.5741881
180.0053922,0.5757575
180.0055555,9.3282202
180.0057728,44.2591433
180.0059748,42.9234107
180.0060982,59.7693364
180.0062807,51.3320609
180.0064033,42.3646952
180.0064681,36.1034921
180.006493,34.3406369
180.00663,7.5430519
180.0066811,24.9995937
180.0066955,25.9741678
180.0067436,38.3457351
180.0068362,53.0814963
180.0069951,62.4307237
180.0073246,39.3050572
180.0078681,40.7587127
180.0079639,-29.93712
180.0080448,47.8498414
180.0081441,-36.3763328
180.0083334,-2.5685834
180.0083897,40.2174265
180.0085866,25.4812087
180.0086448,65.9754376
180.0086517,43.9491016
180.0087286,4.7568545
180.0087369,35.0183304
180.008742,22.6253084
180.0090653,15.9734806
180.0090851,-2.5287713
180.0091734,13.0912617
180.0091982,41.059186
180.0092348,64.318037
180.0093957,-3.5590045
180.0095598,49.4466996
180.0095882,-24.1894158
180.0097344,-48.5186032
180.0097543,9.6924659
180.0097652,20.7127828
180.0098,33.989327
180.0100546,62.2184316
180.0101259,49.7982791
180.0103461,38.8191681
180.0104365,42.3315442
180.0104436,22.3379051
180.0104683,2.0663201
180.01069,6.4080826
180.010937,34.1866251
180.011008,51.9602249
180.0110816,33.1712711
180.0110912,62.0306421
180.0112085,43.6320267
180.0115038,24.0526181
180.0118769,31.5891216
180.0126316,24.9974641
180.012723,17.9801927
180.0127887,39.5238586
180.0128306,28.9990655
180.0129517,8.1239265
180.0133458,39.1969351
180.0134768,53.6410914
180.0134935,10.091907
180.0135194,53.6113683
180.0136599,11.8631409
180.0138201,34.6008289
180.0141569,56.9766193
180.0142482,0.825531
180.0147844,23.5569825
180.0148612,-0.3941682
180.0151435,-46.8990497
180.0152666,38.3032991
180.015305,53.2118898
180.0153303,39.4714902
180.0155154,55.9275719
180.0160523,6.8014168
180.0161152,-25.8125268
180.0161268,-1.0946328
180.0161851,8.6097529
180.016212,41.145095
180.0163022,15.6074216
180.0163234,44.2502598
180.0163883,20.953764
180.0165434,-18.5156511
180.0165938,0.252595
180.0168889,37.7269723
180.0170978,50.5942713
180.0173194,50.5242653
180.0176451,-31.2684507
180.0179043,40.2446221
180.0181059,8.1638244
180.0181202,53.1712044
180.0181841,67.3525969
180.0182914,7.5375582
180.0186841,-27.6733818
180.0187747,-39.5678785
180.0187984,38.7449589
180.0188648,40.9634478
180.0189065,7.6996569
180.0192913,5.4456487
180.0193526,0.5158217
180.0194292,38.7934901
180.0195045,51.1220297
180.019542,71.549823
180.0195491,56.2810999
180.0196183,-18.0986996
180.0203146,33.0709519
180.02037,2.389535
180.0204898,-2.4476326
180.0207408,59.4034984
180.0217319,23.4326538
180.0219577,-31.2222042
180.0221207,0.8540694
180.0223145,34.3762977
180.0226312,67.255246
180.0228056,31.8298612
180.0228579,33.3797676
180.0229411,69.3727331
180.02299,12.754175
180.0230148,19.7256185
180.0230522,-2.3931479
180.0231951,29.1467236
180.0241405,46.3792739
180.0244098,14.7532212
180.0245703,61.7723885
180.0251806,63.7140842
180.0252823,41.5994464
180.0253151,62.1982531
180.025512,49.3071005
180.0255254,32.7650351
180.0255556,31.6930834
180.0255693,8.0513784
180.0255829,54.9346592
180.0260395,31.4418998
180.0260737,31.4500521
180.0262778,34.2836112
180.0264814,63.5158123
180.0265291,50.935035
180.0266576,5.853394
180.0267357,28.7676086
180.0267832,-8.7522335
180.0268056,7.2650556
180.0268782,24.5509712
180.0269117,35.4588534
180.0272094,30.1346918
180.0272443,65.2117185
180.0272457,37.7211957
180.0274232,51.0149804
180.0274872,22.1424886
180.0275442,-45.4696655
180.0278219,27.3112655
180.027986,44.5449227
180.0281677,3.4606156
180.0283053,9.0098815
180.0283372,69.1159473
180.0283758,56.3569466
180.02841,12.3904178
180.0287006,11.9926672
180.0289975,57.0031303
180.0290273,32.7165224
180.0292386,10.2353264
180.0297542,43.9539704
180.0299372,28.4556223
180.0301186,6.7086068
180.030292,0.5607778
180.0303749,7.7378985
180.0306036,37.1200132
180.0306265,55.9895683
180.0307603,23.2082311
180.0311122,-21.4091428
180.0312008,36.6467446
180.0312313,29.9094774
180.0313214,42.251766
180.0315675,58.7144401
180.0315775,57.6051718
180.0316903,48.6162336
180.0318394,-4.5593668
180.0319445,31.5361112
180.0319774,29.6513666
180.0321805,-20.8720945
180.0323226,45.4294966
180.0326667,15.9226945
180.0331371,-24.6025871
180.0334175,10.3720886
180.03348,26.94078
180.0335519,64.65128
180.0336638,8.6234658
180.0337449,22.3472321
180.0344099,45.6717645
180.0344431,19.6801461
180.034671,27.2746596
180.0347778,33.5855556
180.0348569,40.7284466
180.0348894,8.195137
180.0349823,1.7739851
180.03501,29.5214336
180.035377,9.3177556
180.0353888,33.7817836
180.0361835,2.4677707
180.0362269,-1.9601028
180.0363794,48.6772564
180.0364167,55.5089723
180.0367229,-2.0044586
180.0367333,71.1172456
180.0369792,28.9562041
180.0370083,29.2791371
180.0370227,56.241698
180.0370941,33.5204993
180.0371462,-4.5980592
180.03717,6.8908788
180.0377855,60.4925535
180.0378964,41.9489545
180.0379938,23.9167391
180.0380208,15.5280842
180.0381858,-18.7921595
180.0382476,-15.2142881
180.0383765,67.578807
180.0385809,34.9276044
180.0386606,23.5505859
180.0386762,3.8292686
180.038709,27.1443472
180.0390866,68.0502495
180.0393307,32.3767399
180.0393372,37.1338501
180.0395468,21.5070933
180.0395725,52.5192896
180.0398367,7.3086548
180.0402439,-11.1451617
180.0403689,37.8008
180.0404819,36.2984075
180.0404849,2.4303251
180.0407663,36.6931819
180.040854,-3.3234115
180.0408552,49.6128413
180.0408744,41.5551634
180.0409221,-5.9427798
180.0412042,38.5904287
180.0413818,31.7415867
180.041416,42.4702131
180.0414677,-29.7693776
180.0415194,40.4812369
180.0416664,25.1179756
180.0418634,0.9809533
180.0418889,-20.0206667
180.0418889,3.3678889
180.0424678,36.9157434
180.0424836,50.4229401
180.0425548,54.4071401
180.0426429,53.6083281
180.0429454,15.4373174
180.043069,68.0561307
180.0431591,-21.1668545
180.0432181,39.5040973
180.0432561,73.0528377
180.0433763,32.0077035
180.0438431,47.3778864
180.0442259,37.533657
180.0447019,23.1327014
180.0448544,3.681902
180.0448761,-0.1707493
180.0448836,46.7899757
180.0450372,-2.0709711
180.0452591,-11.150065
180.0453393,42.8532591
180.045551,-2.0810735
180.0456516,57.1723254
180.0456992,59.1919546
180.0457137,52.5765035
180.0457219,15.4765762
180.0458897,56.0189125
180.0460205,16.6861134
180.0461085,30.9314125
180.0461402,-5.9324816
180.0461771,37.8659548
180.0462327,-3.4930648
180.0463391,53.5330378
180.0464727,56.9201941
180.0466727,-1.946889
180.0469438,12.769967
180.046947,10.0265646
180.0469723,-20.1003056
180.0472005,52.0618985
180.0474429,53.0130234
180.0476885,19.3200794
180.0478335,55.6609365
180.0479415,5.0966457
180.0481685,58.1702623
180.0481812,61.9426282
180.0482021,8.4809876
180.0482857,50.7254062
180.0486111,-15.1880013
180.0486126,14.1376347
180.0486358,55.4164396
180.0493717,58.7598289
180.0494732,1.5575351
180.049552,-3.5349967
180.049603,56.8733989
180.05019,66.179639
180.0502493,4.1138377
180.0502913,-43.2217869
180.0504017,-30.5304139
180.0505067,50.6852917
180.0505729,-10.3343041
180.051091,-5.405391
180.0511164,16.1235201
180.0511947,33.3255946
180.0512193,20.4817081
180.0516839,45.022916
180.0517361,49.9024362
180.0517749,56.2751125
180.0519009,37.8527403
180.0519032,54.2956738
180.0520068,18.5952597
180.0522766,34.277874
180.0522778,2.0358334
180.0523056,56.2444445
180.0523498,62.9056517
180.0523967,30.8561981
180.0524041,57.1867494
180.0525758,51.8613481
180.0529356,50.5273743
180.0531081,45.4379134
180.0534212,55.7056399
180.0534433,35.914666
180.0539093,31.924102
180.0539174,17.4431386
180.0543074,0.2992245
180.0545219,37.8367145
180.0546069,15.4572263
180.0546512,-18.5131268
180.0550484,54.3483241
180.0553641,-41.9414447
180.0557938,30.9130558
180.0558847,-29.2929533
180.0564176,67.5776021
180.0565064,-19.6267183
180.0567419,40.5564681
180.0567662,-28.7002954
180.0568586,-32.0558173
180.0569292,4.0798426
180.0571382,68.4063
180.0571389,55.65725
180.05725,61.8494167
180.057309,19.7602567
180.0574723,72.8823612
180.0575692,4.6790359
180.057598,7.4689993
180.0583688,14.8954128
180.0586805,-0.7774245
180.0588337,-42.1086332
180.0596449,-9.0337989
180.0596619,6.8117433
180.0599025,59.4623165
180.0601769,1.3870779
180.0602147,62.8140864
180.0605303,51.0112574
180.0606048,79.6363205
180.0606279,37.252048
180.06069,2.0404837
180.0608863,28.6403056
180.0613802,8.397521
180.0616831,-26.6288998
180.0617192,34.8792757
180.0618077,28.50832
180.0625443,34.0084843
180.0625469,-1.4283228
180.0627911,21.9580418
180.0630013,11.3066322
180.063462,58.6537313
180.0636316,64.6730101
180.063909,20.2843516
180.0639326,14.9011531
180.0639694,0.0981063
180.0639793,48.8516904
180.0643293,-39.8820053
180.0644025,42.6246839
180.0644882,28.8250194
180.064723,-9.7894849
180.0656586,69.4516144
180.0657679,3.5814095
180.065832,7.1314801
180.0661208,-26.6353345
180.0664359,-32.0443136
180.0668388,61.2851844
180.066842,-28.2899367
180.0669374,-5.2712619
180.0670715,40.1496101
180.0675094,58.8301182
180.0675495,43.9728509
180.0676112,55.4678889
180.0677215,-0.1436933
180.0688042,-3.2810785
180.0689393,43.4854467
180.06933,46.795539
180.0693631,47.9781772
180.0693821,3.8239533
180.069429,25.0035786
180.0696312,23.3392598
180.0697242,21.2198197
180.0698376,-17.9652744
180.0698851,72.9155058
180.0699622,17.0940095
180.0700561,-46.0726939
180.0701717,46.994621
180.0702401,80.4989632
180.0703244,55.659342
180.0706272,81.2391122
180.0707922,-25.8101886
180.0708544,52.5991249
180.0710771,-1.2381781
180.0711713,-31.0506368
180.0711875,-43.1633966
180.0711945,-3.5711389
180.071886,45.9430453
180.0719573,41.067211
180.0720657,38.0769239
180.0720682,-18.0641145
180.0720717,59.0861445
180.072123,-24.4310688
180.0721934,-0.3903293
180.0722144,23.8465891
180.0724522,2.1557819
180.0726215,26.1565802
180.0726618,-3.9260417
180.0729542,57.0695766
180.0731038,58.7861953
180.0732959,-35.0125249
180.0735214,14.3921194
180.0738518,31.4226622
180.0738612,31.7269723
180.0740849,42.946782
180.0742213,-2.6866618
180.0743698,57.9748923
180.0743942,44.1600792
180.074618,6.8196991
180.074658,32.2377279
180.0747237,52.9370982
180.0752092,33.2308517
180.0756687,48.6899679
180.0758111,3.0551684
180.0759021,41.6166705
180.0762066,36.0005434
180.0763275,67.1463267
180.0765068,53.4784123
180.077228,25.3172216
180.0775122,-72.4064465
180.0776684,19.550147
180.0777207,57.0927798
180.0779349,20.4527099
180.078088,31.7727628
180.0784242,10.9664765
180.0786897,10.476216
180.0788751,-39.5162875
180.078981,55.5634398
180.0789904,-1.7423082
180.0792328,61.8156502
180.0793334,23.2413334
180.0794556,41.5711883
180.0796919,-3.3366264
180.0803205,42.6723034
180.0804204,-7.0178776
180.0806668,13.3095641
180.0808753,-0.4882778
180.0809373,17.6184443
180.0809983,-36.6828609
180.0810176,51.127287
180.0811565,-1.6813462
180.0815836,40.0512056
180.0816857,-3.3592919
180.0818849,-18.8772739
180.0826675,44.3891347
180.0827564,27.6998191
180.0828141,-31.5271186
180.0830884,39.3172269
180.0831667,29.17925
180.0832393,36.2101353
180.0832615,47.4139075
240.0001133,46.789493
240.0004328,35.5569382
240.0004801,81.6341376
240.0007706,-81.8757045
240.0015133,44.8235707
240.0020969,45.6798718
240.0023398,21.0954915
240.0023752,-0.7973759
240.0026084,4.7141386
240.0029813,18.9022073
240.0030797,35.5746424
240.0036631,57.8960375
240.0037114,-3.2441437
240.0037271,25.7485278
240.0040853,27.9248314
240.0042016,38.0280941
240.0042481,44.8547249
240.0042911,52.8868469
240.0044587,28.4914723
240.0045705,55.7368825
240.0046267,2.0587711
240.0047688,61.1664794
240.0048868,56.1383946
240.0048889,-17.8603889
240.0049882,9.3536159
240.0053612,47.7059723
240.0055555,26.9229116
240.0058301,13.6309095
240.006247,51.6582081
240.0066112,40.7860377
240.0067325,44.8841003
240.0072125,50.8677365
240.0073189,47.4516543
240.0074226,70.4121572
240.008188,10.6093656
240.0082287,50.6222869
240.0083634,37.3863164
240.0084616,37.013786
240.0085374,53.5375197
240.00854,13.5643784
240.0087746,20.3955325
240.0088007,34.2457136
240.0089312,50.4548047
240.0093678,42.7404622
240.0093704,13.0271541
240.0097504,13.8723568
240.00977,48.015735
240.0102891,41.5098581
240.0104439,52.3209832
240.0104661,-5.0321469
240.0105722,4.2160681
240.0106014,41.5881608
240.0107195,41.6507809
240.0107223,18.511
240.0108624,62.9215982
240.0110556,26.1005556
240.0110579,19.1471227
240.0112926,45.0970384
240.0113469,55.4396163
240.0113844,46.4341872
240.0115972,50.8198657
240.0117049,-48.0573469
240.0117587,49.3658698
240.0118353,32.4457112
240.0119859,25.0867967
240.0127488,43.2322677
240.013006,26.6188314
240.0130076,-8.7976575
240.0131675,33.3332389
240.0135861,22.1921668
240.0136675,33.7626935
240.0140107,7.0779945
240.0141927,18.1567401
240.0142645,18.2657446
240.014556,52.1214044
240.014588,43.0602523
240.0146721,40.2698664
240.0147832,57.8493777
240.0150834,25.7363056
240.0151945,28.9176945
240.0155943,31.6181285
240.0159284,28.3368356
240.0160255,-25.0367051
240.0166913,34.0114562
240.0169163,9.9851088
240.0171667,26.05025
240.0173538,-13.166139
240.0173849,54.8539032
240.0174652,6.7068706
240.0176247,53.5090815
240.0176569,37.4474567
240.017702,32.5776968
240.0180633,55.0749674
240.0183446,18.2219302
240.0183942,9.4920212
240.0188406,48.060514
240.019012,41.2843742
240.019082,35.6573039
240.0190976,16.7817778
240.0196783,48.4450604
240.0197626,7.6679378
240.0197648,15.8560607
240.0198389,33.353093
240.01991,48.236014
240.0200272,48.5363226
240.0200566,48.4137456
240.0201615,15.373175
240.0204773,52.3733711
240.0206465,32.1365374
240.0215812,56.0090425
240.0216224,22.4956747
240.0216292,-14.1268427
240.0217016,50.4747002
240.0218437,53.4829395
240.0221292,63.9561556
240.0222333,25.7777745
240.0223054,59.3119959
240.02236,-25.4110536
240.0224723,25.7979723
240.02267,10.838403
240.0229676,34.8617566
240.0232866,48.9642249
240.0236494,2.1864325
240.0237314,35.9610582
240.0238326,60.0300882
240.0241667,2.9601945
240.0241918,47.4624935
240.0253454,45.977107
240.0254769,4.7633647
240.0255637,18.8383747
240.0255645,49.5811937
240.0256945,35.0408334
240.0258001,32.430435
240.0264851,36.2003736
240.0268098,10.7437295
240.0268702,30.6181469
240.0268761,49.3027102
240.0270604,37.6860165
240.0270996,51.5239757
240.0273361,-24.6982453
240.02739,59.3444671
240.02742,32.1958771
240.0275552,49.783161
240.0275929,7.4121227
240.0276782,33.6352431
240.0280295,47.4650316
240.0280725,-17.2946383
240.0284855,7.8138884
240.0286832,-7.0554357
240.0294898,30.8205592
240.0301592,57.5646337
240.0309308,11.2213348
240.0312604,-17.5165539
240.0314766,40.9601871
240.0316514,17.9530793
240.031713,27.0734195
240.0318708,21.2400523
240.0323334,34.3909445
240.0326633,35.2282124
240.0328728,42.8953694
240.0329306,42.6855521
240.0329644,81.7471856
240.0332223,13.3048056
240.0332803,40.7079298
240.0335011,-20.565496
240.0335563,39.2165761
240.0336667,25.8276667
240.0337058,53.5606456
240.0337171,60.5148871
240.0339018,16.4015323
240.0339165,-30.2131698
240.0341257,44.8250658
240.0341617,-16.1512825
240.0343344,17.3510864
240.0343889,27.5945834
240.0344124,63.8611491
240.0346133,53.3033383
240.034713,26.7882951
240.0348632,51.4392809
240.0350129,31.0897527
240.0351288,12.123437
240.0353019,47.551782
240.0357416,14.5855543
240.03645,18.877157
240.0365418,40.3022288
240.0365579,-4.3718112
240.0367266,71.383008
240.0373394,3.1600474
240.0374082,30.6783049
240.0377734,53.8893469
240.0378494,24.9773546
240.0379621,69.3494959
240.0384246,44.8692412
240.0385022,51.0082143
240.0386642,45.1556782
240.0386955,23.6744456
240.0391667,49.6386112
240.0392135,20.6107985
240.0394727,29.2929385
240.0397289,61.7283321
240.0399384,-12.06951
240.0400497,26.9660471
240.0401233,57.6568442
240.0401664,23.6840094
240.040304,33.9457458
240.0410928,69.0868294
240.0411959,13.6454547
240.041361,-41.0435504
240.0414932,42.1451528
240.0415736,31.2238216
240.0419059,59.0445485
240.0420642,25.3155519
240.0421043,58.2638451
240.0422385,42.3994043
240.0425157,46.2746676
240.0425852,32.3096974
240.0426811,28.1376428
240.0427727,39.8293852
240.0433347,18.6978598
240.0437775,22.4770088
240.0438957,20.5814878
240.0439256,43.6646616
240.0443679,21.8235962
240.0444904,27.6051471
240.0445453,52.1135045
240.0445997,76.8143469
240.0446639,3.6805441
240.0448457,44.0356899
240.0448989,17.3323596
240.0450585,44.7807373
240.0454688,32.5412508
240.0455272,27.1576819
240.0455728,25.9704527
240.0456187,21.3139935
240.045621,31.8997214
240.0456567,-20.128086
240.0457551,47.6544005
240.0464058,12.5877526
240.0471304,21.3496437
240.0472745,-0.3352772
240.04768,45.6595807
240.047689,27.1101262
240.0477418,22.3663772
240.0477451,19.0054496
240.0478763,50.0487946
240.0479497,56.472112
240.0482361,-6.4585525
240.0484084,41.5940584
240.0488885,27.3688504
240.0489648,30.9534451
240.0489663,21.614728
240.0495799,59.1764976
240.0497629,55.471785
240.049826,-11.1253707
240.0498409,-16.7292644
240.050065,40.1419531
240.0501674,14.726444
240.0502191,55.6620084
240.0502273,21.8116071
240.0505257,43.3398458
240.0505596,51.3947605
240.0512888,36.7638304
240.0514712,56.1167185
240.0518216,-2.9236792
240.0518334,8.9948612
240.0521389,13.2895556
240.0522014,35.8441929
240.0523922,-72.111003
240.0529049,-6.0842973
240.0529146,47.469918
240.0529897,33.8830768
240.0530701,47.1570445
240.0533474,22.0181073
240.0536601,38.7278556
240.0537,-0.5462489
240.0540465,33.0348284
240.054439,27.2201248
240.0548378,25.7954773
240.0549518,35.3256406
240.0551055,37.2488146
240.0552263,3.5339763
240.0553988,2.2247391
240.0553999,20.5580532
240.0557037,36.6693169
240.0557521,33.977371
240.055764,-7.0120058
240.0560212,38.5684009
240.0563577,31.6031178
240.0570012,33.1553855
240.0573539,55.1720025
240.057629,46.5935662
240.0576389,-61.1098056
240.058276,23.8984288
240.0584303,45.29882
240.0585936,53.0318594
240.0588657,60.6773824
240.058966,-5.8509662
240.0590278,6.9078334
240.0590881,25.7737342
240.0593334,64.0610834
240.0594987,52.3862443
240.0601314,29.4411701
240.0601329,44.9225119
240.0601558,26.5339699
240.0606465,54.1024975
240.0606898,51.1211904
